catalog_num,class_num,component,course_id,end_time,id,instructor,meeting_days,room,seats,section,start_time,subject,term,title,topic
331-0,36992,LEC,1346,15:20,155047,Claude Andre Faucher Giguere,TuTh,Technological Institute L168,25,20,14:00,ASTRON,2017 Spring,Astrophysics ISP,
398-0,36995,IND,1348,,155050,Giles A Novak,,TBA ,10,55,,ASTRON,2017 Spring,Honors Independent Study,
398-0,36997,IND,1348,,155052,Jason H Steffen,,TBA ,10,64,,ASTRON,2017 Spring,Honors Independent Study,
398-0,36999,IND,1348,,155054,Melville P Ulmer,,TBA ,10,70,,ASTRON,2017 Spring,Honors Independent Study,
398-0,37000,IND,1348,,155055,Farhad Y Zadeh,,TBA ,10,80,,ASTRON,2017 Spring,Honors Independent Study,
398-0,36996,IND,1348,,155051,Frederic A Rasio,,TBA ,10,57,,ASTRON,2017 Spring,Honors Independent Study,
398-0,36998,IND,1348,,155053,Jason H Steffen,,TBA ,10,65,,ASTRON,2017 Spring,Honors Independent Study,
398-0,36993,IND,1348,,155048,Vasiliki Kalogera,,TBA ,10,30,,ASTRON,2017 Spring,Honors Independent Study,
398-0,36994,IND,1348,,155049,David M Meyer,,TBA ,10,40,,ASTRON,2017 Spring,Honors Independent Study,
410-0,37188,LEC,21995,10:50,155056,Raffaella Margutti,TuTh,Technological Institute LG62,20,1,9:30,ASTRON,2017 Spring,Astrophysical Radiative Processes and Transport,
421-0,37010,LEC,1357,15:20,155057,Giles A Novak,TuTh,Dearborn Observatory 23,5,1,14:00,ASTRON,2017 Spring,Observational Astrophysics,
103-0,38045,LEC,21512,,156777,Tory Robert Lindley,,TBA ,20,62,,ATHL_PRA,2017 Spring,Athletic Practicum,
203-0,38046,LEC,20998,,156778,Tory Robert Lindley,,TBA ,20,62,,ATHL_PRA,2017 Spring,Practicum in Athletic Allied Health Care,
303-0,38047,LEC,21000,,156779,Tory Robert Lindley,,TBA ,20,62,,ATHL_PRA,2017 Spring,Practicum in Athletic Allied Health Care,
403-0,38048,LEC,21002,,156780,Tory Robert Lindley,,TBA ,20,62,,ATHL_PRA,2017 Spring,Practicum in Athletic Allied Health Care,
101-6,33445,SEM,1360,16:50,155058,Eric Ardon Mosser,TuTh,Technological Institute LG72,13,1,15:30,BIOL_SCI,2017 Spring,First-Year Seminar,Sleep
103-0,33446,LEC,1362,15:50,155059,Gary John Galbreath,MoWeFr,Technological Institute M345,50,20,15:00,BIOL_SCI,2017 Spring,Diversity of Life,
115-CN,38056,LEC,6071,12:00,156781,Patricia A Colley,Sa,TBA ,35,17,9:00,BIOL_SCI,2017 Spring,The Human Brain,
150-0,33490,LEC,21900,11:50,155060,Robert A Holmgren,MoWeFr,Technological Institute L251,50,1,11:00,BIOL_SCI,2017 Spring,Human Genetics,
164-0,33447,LEC,1377,16:50,155061,Sarah Christine Stainbrook,TuTh,Technological Institute L158,15,1,15:30,BIOL_SCI,2017 Spring,Genetics and Evolution,
164-0,33448,LEC,1377,16:50,155062,Eric Michael Hill,TuTh,Technological Institute M349,15,2,15:30,BIOL_SCI,2017 Spring,Genetics and Evolution,
170-CN,38057,LEC,6076,,156782,John P Savaryn,,TBA ,30,15,,BIOL_SCI,2017 Spring,Concepts of Biology,
213-0,33486,IND,20566,,155063,John C Mordacq,,TBA ,100,20,,BIOL_SCI,2017 Spring,Undergraduate Laboratory Teaching Assistant,
215-0,33461,LEC,19884,12:50,155064,Marco Gallio,MoWeFr,Technological Institute LR2,150,1,12:00,BIOL_SCI,2017 Spring,Genetics and Molecular Biology,
215-0,33462,LEC,19884,13:50,155065,Christian Paul Petersen,MoWeFr,Technological Institute LR3,150,2,13:00,BIOL_SCI,2017 Spring,Genetics and Molecular Biology,
222-0,33474,LEC,19890,,155066,John C Mordacq,,TBA ,360,20,,BIOL_SCI,2017 Spring,Investigative Laboratory,
222-CN,38107,LAB,20453,18:00,156783,Pamela Monahan,Sa,TBA ,75,100,14:00,BIOL_SCI,2017 Spring,Investigative Lab,
240-0,33449,LEC,1388,15:50,155067,Laura Lynn Lackner,MoWeFr,616 Noyes St (ISP) Seminar Room,24,1,15:00,BIOL_SCI,2017 Spring,Molecular and Cell Biology for ISP,
303-0,33450,LEC,1391,15:20,155068,,TuTh,Technological Institute F280,25,1,14:00,BIOL_SCI,2017 Spring,Molecular Neurobiology,
303-0,38245,LEC,1391,15:20,156986,Tracy M Hodgson,TuTh,TBA ,28,20,14:00,BIOL_SCI,2017 Spring,Molecular Neurobiology,
305-0,33451,LEC,1393,15:50,155069,Tracy M Hodgson,Mo,Technological Institute M349,12,1,15:00,BIOL_SCI,2017 Spring,Neurobiology Laboratory,
308-0,33466,LEC,19887,11:50,155072,Vinzenz M Unger,MoWeFr,Technological Institute M128,30,22,11:00,BIOL_SCI,2017 Spring,Biochemistry,
308-0,33467,LEC,19887,12:50,155073,Vinzenz M Unger,MoWeFr,Technological Institute M128,30,23,12:00,BIOL_SCI,2017 Spring,Biochemistry,
308-0,33465,LEC,19887,10:50,155071,Vinzenz M Unger,MoWeFr,Technological Institute M128,30,21,10:00,BIOL_SCI,2017 Spring,Biochemistry,
308-0,33464,LEC,19887,11:50,155070,Thomas J Meade,MoWeFr,Technological Institute LR2,200,20,11:00,BIOL_SCI,2017 Spring,Biochemistry,
308-CN,38123,LEC,22002,21:15,156784,Erin Lambers,Mo,Technological Institute LR4,75,62,18:15,BIOL_SCI,2017 Spring,Biochemistry,
313-CN,38058,LEC,6081,21:15,156785,Vivian E Noble,We,TBA ,28,15,18:15,BIOL_SCI,2017 Spring,Human Anatomy,
315-CN,38090,LEC,16087,21:15,156786,Thomas A Volpe,Tu,Technological Institute L361,35,64,18:15,BIOL_SCI,2017 Spring,Advanced Cell Biology,
317-CN,38121,LAB,21553,21:15,156787,Michael S Mutehart,Tu,TBA ,15,14,18:15,BIOL_SCI,2017 Spring,Regional Human Anatomy Lab,
326-0,33491,LEC,22413,15:20,155074,Catherine S Woolley,TuTh,Pancoe Life Sciences Abbott Auditorium,25,1,14:00,BIOL_SCI,2017 Spring,Neurobiology of Learning and Memory,
328-A,38131,LAB,22047,21:15,156788,Eric Ardon Mosser,Th,TBA ,30,66,18:15,BIOL_SCI,2017 Spring,Microbiology Lab,
328-CN,38289,LEC,18466,21:15,156991,Eric Ardon Mosser,Th,Technological Institute M177,30,66,18:15,BIOL_SCI,2017 Spring,Microbiology,
331-0,33458,LEC,17298,16:50,155075,Christina T Russin,MoWe,Frances Searle 3220,24,20,15:30,BIOL_SCI,2017 Spring,Medicinal Plants,
332-0,33459,LEC,17299,16:20,155076,Jeremie B Fant,Mo,Frances Searle 2107,25,20,15:30,BIOL_SCI,2017 Spring,Conservation Genetics,
336-0,33460,FLD,17428,12:30,155077,Nyree J C Zerega,We,"Botanic Garden (Glencoe, IL) ",17,20,9:00,BIOL_SCI,2017 Spring,Spring Flora,
342-0,33453,LEC,1410,15:20,155078,Joseph S Walsh,MoWe,Pancoe Life Sciences Abbott Auditorium,60,20,14:00,BIOL_SCI,2017 Spring,Evolutionary Processes,
344-0,33454,LEC,1412,15:45,155079,,TuTh,TBA ,30,20,13:00,BIOL_SCI,2017 Spring,Anatomy of Vertebrates,
347-0,33456,LEC,15153,10:50,155080,Joseph S Walsh,TuTh,Technological Institute M164,40,20,9:30,BIOL_SCI,2017 Spring,Conservation Biology,
349-0,33457,LEC,16492,13:50,155081,,MoWeFr,Frances Searle 2107,18,20,13:00,BIOL_SCI,2017 Spring,Plant Community Ecology,
355-0,33455,LEC,1416,9:50,155082,Eric Ardon Mosser,MoWeFr,Technological Institute L150,40,1,9:00,BIOL_SCI,2017 Spring,Immunobiology,
363-0,33489,LEC,21760,9:50,155083,,MoWeFr,Technological Institute L221,30,1,9:00,BIOL_SCI,2017 Spring,Biophysics,
393-0,33487,LEC,21481,10:50,155084,Erik Christian Andersen,TuTh,Technological Institute L170,25,1,9:30,BIOL_SCI,2017 Spring,Genetic Analysis,
398-0,33536,IND,1430,,155128,Jing Zheng,,TBA ,10,134,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33538,IND,1430,,155130,Murad Alam,,TBA ,10,136,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33539,IND,1430,,155131,Edward Benjamin Thorp,,TBA ,10,137,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33540,IND,1430,,155132,Patrick S Herendeen,,TBA ,10,138,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33541,IND,1430,,155133,Joseph R Leventhal,,TBA ,10,139,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33542,IND,1430,,155134,Sumitrajit Dhar,,TBA ,10,14,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33543,IND,1430,,155135,Tiffany Marie Schmidt,,TBA ,10,140,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33545,IND,1430,,155137,Robin Nusslock,,TBA ,10,144,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33546,IND,1430,,155138,Beverly Ann Wright,,TBA ,10,145,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33547,IND,1430,,155139,Christina T Russin,,TBA ,10,146,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33548,IND,1430,,155140,Joel Lawrence Voss,,TBA ,10,147,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33549,IND,1430,,155141,James M Mathew,,TBA ,10,148,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33550,IND,1430,,155142,Dalton James Surmeier Jr,,TBA ,10,149,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33551,IND,1430,,155143,Teng Leong Chew,,TBA ,10,15,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33552,IND,1430,,155144,John D Crispino,,TBA ,10,150,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33553,IND,1430,,155145,Elizabeth A Eklund,,TBA ,10,151,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33554,IND,1430,,155146,Harris R Perlman,,TBA ,5,152,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33666,IND,1430,,155176,Clyde W Yancy,,TBA ,10,181,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33555,IND,1430,,155147,Karen M Sheehan,,TBA ,2,153,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33556,IND,1430,,155148,Ronen Sumagin,,TBA ,2,154,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33557,IND,1430,,155149,Gregory R Budinger,,TBA ,2,155,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33558,IND,1430,,155150,Vladimir I Gelfand,,TBA ,2,156,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33559,IND,1430,,155151,Andrew Warfield Hoel,,TBA ,2,157,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33560,IND,1430,,155152,George Wells,,TBA ,2,158,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33561,IND,1430,,155153,Yevgenia Kozorovitskiy,,TBA ,2,159,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33647,IND,1430,,155156,Milan Mrksich,,TBA ,2,161,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33649,IND,1430,,155158,Susan E Quaggin,,TBA ,2,164,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33651,IND,1430,,155160,Karla Jean Fullner Satchell,,TBA ,2,166,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33653,IND,1430,,155162,Ruchi S Gupta,,TBA ,2,168,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33564,IND,1430,,155164,Thomas J Meade,,TBA ,10,17,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33656,IND,1430,,155166,Daniela Elena Matei,,TBA ,10,171,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33658,IND,1430,,155168,Brian L Hitsman,,TBA ,10,173,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33661,IND,1430,,155170,Brian S Mustanski,,TBA ,10,176,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33663,IND,1430,,155172,Christian Stehlik,,TBA ,10,178,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33565,IND,1430,,155174,Khashayarsha Khazaie,,TBA ,10,18,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33668,IND,1430,,155178,Jhumku Kohtz,,TBA ,10,183,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33566,IND,1430,,155180,Savio Chi-Yung Chan,,TBA ,10,19,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33568,IND,1430,,155182,David Jason Bentrem,,TBA ,10,21,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33570,IND,1430,,155184,Roger A. Kroes,,TBA ,10,23,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33584,IND,1430,,155199,Robert A Linsenmeier,,TBA ,10,38,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33571,IND,1430,,155185,Vadim Backman,,TBA ,10,24,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33572,IND,1430,,155186,Liang Zhou,,TBA ,10,25,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33573,IND,1430,,155187,Nyree J C Zerega,,TBA ,10,26,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33574,IND,1430,,155188,Robert David Goldman,,TBA ,10,27,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33575,IND,1430,,155189,Lonnie D Shea,,TBA ,10,28,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33576,IND,1430,,155190,John C Mordacq,,TBA ,10,29,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33577,IND,1430,,155191,Teresa K Woodruff,,TBA ,10,30,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33578,IND,1430,,155193,Teresa H Horton,,TBA ,10,32,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33580,IND,1430,,155195,Thomas C Bozza,,TBA ,10,34,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33582,IND,1430,,155197,Samuel Isaac Stupp,,TBA ,10,36,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33586,IND,1430,,155201,Changiz Geula,,TBA ,10,40,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33588,IND,1430,,155203,Ravi Allada,,TBA ,10,42,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33590,IND,1430,,155205,Rajeshwar B Awatramani,,TBA ,10,44,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33591,IND,1430,,155206,Ramille M Capito,,TBA ,10,45,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33592,IND,1430,,155207,Joseph Bass,,TBA ,10,46,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33618,IND,1430,,155242,William L Lowe Jr,,TBA ,10,83,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33593,IND,1430,,155208,Gregory J Beitel,,TBA ,10,47,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33594,IND,1430,,155209,David Jason Bentrem,,TBA ,10,48,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33595,IND,1430,,155210,Jason Tait Sanchez,,TBA ,10,49,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33596,IND,1430,,155211,Jianhua Cang,,TBA ,10,50,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33597,IND,1430,,155212,Richard W Carthew,,TBA ,10,51,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33598,IND,1430,,155213,Dane M Chetkovich,,TBA ,10,52,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33600,IND,1430,,155215,Joan M Cook-Mills,,TBA ,10,54,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33602,IND,1430,,155217,Robert Dettman,,TBA ,10,56,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33604,IND,1430,,155219,David M Engman,,TBA ,10,58,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33606,IND,1430,,155221,Richard F Gaber,,TBA ,10,60,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33644,IND,1430,,155223,Hans-Georg Simon,,TBA ,10,63,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33645,IND,1430,,155225,Michael Geoffrey Hayes,,TBA ,10,65,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33641,IND,1430,,155227,Dean Ho,,TBA ,10,68,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33639,IND,1430,,155229,John F Marko,,TBA ,10,70,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33637,IND,1430,,155231,Valerie Kilman,,TBA ,10,72,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33635,IND,1430,,155233,,,TBA ,10,74,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33611,IND,1430,,155235,Tsutomu Kume,,TBA ,10,76,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33613,IND,1430,,155237,Carole B LaBonne,,TBA ,10,78,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33615,IND,1430,,155239,Brian T Layden,,TBA ,10,80,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33620,IND,1430,,155244,Mark Jonathan Mandel,,TBA ,10,85,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33622,IND,1430,,155246,Kelly Edward Mayo,,TBA ,10,87,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33625,IND,1430,,155248,Stephen D Miller,,TBA ,10,90,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33627,IND,1430,,155249,Alfonso Mondragon,,TBA ,10,92,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33628,IND,1430,,155250,Richard I Morimoto,,TBA ,10,93,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33629,IND,1430,,155251,Thomas V O'Halloran,,TBA ,10,94,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33630,IND,1430,,155252,Puneet Opal,,TBA ,10,95,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33631,IND,1430,,155253,Charles Larson,,TBA ,10,96,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33632,IND,1430,,155254,Amy Paller,,TBA ,10,97,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33633,IND,1430,,155255,Peter Penzes,,TBA ,10,98,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33634,IND,1430,,155256,Christian Paul Petersen,,TBA ,10,99,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33544,IND,1430,,155136,Milan Mrksich,,TBA ,10,141,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,38364,IND,1430,,157045,Thomas J Hope,,TBA ,10,186,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33508,IND,1430,,155100,Amy C Rosenzweig,,TBA ,10,107,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33506,IND,1430,,155098,Eva Redei,,TBA ,10,105,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33519,IND,1430,,155111,Melina Rae Kibbe,,TBA ,10,117,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33521,IND,1430,,155113,Aleksandar Videnovic,,TBA ,10,119,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33523,IND,1430,,155115,Stuart Wagenius,,TBA ,10,120,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33525,IND,1430,,155117,Xiaozhong Wang,,TBA ,10,122,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33527,IND,1430,,155119,Eric L Weiss,,TBA ,10,124,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33529,IND,1430,,155121,Sarah Marie Wignall,,TBA ,10,126,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33562,IND,1430,,155154,John F Disterhoft,,TBA ,10,16,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33563,IND,1430,,155155,Jaehyuk Choi,,TBA ,2,160,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33648,IND,1430,,155157,Xiaorong Liu,,TBA ,2,163,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33650,IND,1430,,155159,Chawon Yun,,TBA ,2,165,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33652,IND,1430,,155161,Anna B. Fishbein,,TBA ,2,167,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33654,IND,1430,,155163,Vinayak P Dravid,,TBA ,2,169,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33655,IND,1430,,155165,Lisa Diane Wilsbacher,,TBA ,1,170,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33657,IND,1430,,155167,Ming Zhao,,TBA ,10,172,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33659,IND,1430,,155169,Sergejs Berdnikovs,,TBA ,10,174,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33662,IND,1430,,155171,Rintaro Hashizume,,TBA ,10,177,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33664,IND,1430,,155173,Robert J Vassar,,TBA ,10,179,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33665,IND,1430,,155175,Chyung-Ru Wang,,TBA ,10,180,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33667,IND,1430,,155177,Serdar E Bulun,,TBA ,10,182,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33669,IND,1430,,155179,Evangelos Kiskinis,,TBA ,10,184,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,38016,IND,1430,,156764,Thomas J Hope,,TBA ,10,185,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33567,IND,1430,,155181,Pembe Hande Ozdinler,,TBA ,10,20,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33569,IND,1430,,155183,Catherine S Woolley,,TBA ,10,22,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33607,IND,1430,,155192,Marco Gallio,,TBA ,10,31,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33579,IND,1430,,155194,Joseph S Walsh,,TBA ,10,33,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33581,IND,1430,,155196,William L Klein,,TBA ,10,35,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33583,IND,1430,,155198,Neil L Kelleher,,TBA ,10,37,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33585,IND,1430,,155200,Brian T Layden,,TBA ,10,39,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33587,IND,1430,,155202,Jason H Brickner,,TBA ,10,41,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33601,IND,1430,,155216,Seth J Corey,,TBA ,10,55,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33603,IND,1430,,155218,Hongxin Dong,,TBA ,10,57,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33589,IND,1430,,155204,Guillermo Antonio Ameer,,TBA ,10,43,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33599,IND,1430,,155214,Charles V. Clevenger,,TBA ,10,53,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33605,IND,1430,,155220,Jeremie B Fant,,TBA ,10,59,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33608,IND,1430,,155222,Amani A Fawzi,,TBA ,10,61,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33646,IND,1430,,155224,Steven T Rosen,,TBA ,10,64,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33642,IND,1430,,155226,Michael Abecassis,,TBA ,10,67,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33640,IND,1430,,155228,Robert A Holmgren,,TBA ,10,69,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33638,IND,1430,,155230,Curt Michael Horvath,,TBA ,10,71,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33636,IND,1430,,155232,Sookyong Koh,,TBA ,10,73,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33610,IND,1430,,155234,Laura Lynn Lackner,,TBA ,10,75,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33612,IND,1430,,155236,Christopher W Kuzawa,,TBA ,10,77,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33614,IND,1430,,155238,Robert A Lamb,,TBA ,10,79,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33616,IND,1430,,155240,Joshua N Leonard,,TBA ,10,81,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33617,IND,1430,,155241,Xiaorong Liu,,TBA ,10,82,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33619,IND,1430,,155243,Chi-Hao Luan,,TBA ,10,84,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33621,IND,1430,,155245,Jelena Radulovic,,TBA ,10,86,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33623,IND,1430,,155247,Mark Wainwright,,TBA ,10,88,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33492,IND,1430,,155085,Warren Tourtellotte,,TBA ,10,2,,BIOL_SCI,2017 Spring,Tutorial in Biology,
398-0,33493,IND,1430,,155086,Norman J Wickett,,TBA ,10,3,,BIOL_SCI,2017 Spring,Tutorial in Biology,
