country,year,demo_score,gdp
France,1990,9,29476
France,1991,9,29707
France,1992,9,30033
France,1993,9,29719
France,1994,9,30303
France,1995,9,30823
France,1996,9,31141
France,1997,9,31756
France,1998,9,32764
France,1999,9,33707
France,2000,9,34774
France,2001,9,35197
France,2002,9,35333
France,2003,9,35371
France,2004,9,36090
France,2005,9,36395
France,2006,9,37001
France,2007,9,37641
France,2008,9,37505
France,2009,9,36215
France,2010,9,36745
France,2011,9,37328
Germany,1868,-6,2852
Germany,1869,-5,2851
Germany,1870,-5,2819
Germany,1871,-4,2785
Germany,1872,-4,2962
Germany,1873,-4,3065
Germany,1874,-4,3258
Germany,1875,-4,3241
Germany,1876,-4,3177
Germany,1877,-4,3119
Germany,1878,-4,3228
Germany,1879,-4,3114
Germany,1880,-4,3057
Germany,1881,-4,3110
Germany,1882,-4,3140
Germany,1883,-4,3292
Germany,1884,-4,3347
Germany,1885,-4,3405
Germany,1886,-4,3398
Germany,1887,-4,3497
Germany,1888,-4,3598
Germany,1889,-4,3658
Germany,1890,1,3733
Germany,1891,1,3685
Germany,1892,1,3798
Germany,1893,1,3946
Germany,1894,1,3996
Germany,1895,1,4133
Germany,1896,1,4216
Germany,1897,1,4271
Germany,1898,1,4384
Germany,1899,1,4473
Germany,1900,1,4596
Germany,1901,1,4422
Germany,1902,1,4457
Germany,1903,1,4634
Germany,1904,1,4751
Germany,1905,1,4783
Germany,1906,1,4858
Germany,1907,1,5002
Germany,1908,1,5017
Germany,1909,2,5049
Germany,1910,2,5162
Germany,1911,2,5277
Germany,1912,2,5477
Germany,1913,2,5692
Germany,1914,2,4793
Germany,1915,2,4559
Germany,1916,2,4633
Germany,1917,2,4679
Germany,1918,4,4746
Germany,1919,6,4131
Germany,1920,6,4482
Germany,1921,6,4969
Germany,1922,6,5415
Germany,1923,6,4500
Germany,1924,6,5270
Germany,1925,6,5857
Germany,1926,6,6015
Germany,1927,6,6618
Germany,1928,6,6909
Germany,1929,6,6884
Germany,1930,6,6791
Germany,1931,6,6276
Germany,1932,6,5809
Germany,1933,-9,6178
Germany,1934,-9,6738
Germany,1935,-9,7232
Germany,1936,-9,7852
Germany,1937,-9,8305
Germany,1938,-9,8894
Germany,1939,-9,9674
Germany,1940,-9,9711
Germany,1941,-9,10310
Germany,1942,-9,10407
Germany,1943,-9,10722
Germany,1944,-9,11120
Germany,1945,-5,8284
Germany,1946,-1,4084
Germany,1947,2,4504
Germany,1948,6,5258
Germany,1949,10,6112
Germany,1950,10,7251
Germany,1951,10,7884
Germany,1952,10,8561
Germany,1953,10,9252
Germany,1954,10,9926
Germany,1955,10,10998
Germany,1956,10,11751
Germany,1957,10,12385
Germany,1958,10,12884
Germany,1959,10,13759
Germany,1960,10,14808
Germany,1961,10,15317
Germany,1962,10,15872
Germany,1963,10,16221
Germany,1964,10,17100
Germany,1965,10,17838
Germany,1966,10,18262
Germany,1967,10,18311
Germany,1968,10,19254
Germany,1969,10,20409
Germany,1970,10,21218
Germany,1971,10,21695
Germany,1972,10,22497
Germany,1973,10,23461
Germany,1974,10,23662
Germany,1975,10,23630
Germany,1976,10,24904
Germany,1977,10,25678
Germany,1978,10,26444
Germany,1979,10,27515
Germany,1980,10,27765
Germany,1981,10,27846
Germany,1982,10,27645
Germany,1983,10,28227
Germany,1984,10,29135
Germany,1985,10,29851
Germany,1986,10,30514
Germany,1987,10,30986
Germany,1988,10,31906
Germany,1989,10,32706
Germany,1990,10,31476
Germany,1991,10,32844
Germany,1992,10,33221
Germany,1993,10,32689
Germany,1994,10,33375
Germany,1995,10,33843
Germany,1996,10,34008
Germany,1997,10,34578
Germany,1998,10,35254
Germany,1999,10,35931
Germany,2000,10,36953
Germany,2001,10,37517
Germany,2002,10,37458
Germany,2003,10,37167
Germany,2004,10,37614
Germany,2005,10,37901
Germany,2006,10,39352
Germany,2007,10,40693
Germany,2008,10,41199
Germany,2009,10,38975
Germany,2010,10,40632
Germany,2011,10,42080
India,1950,9,908
India,1951,9,908
India,1952,9,912
India,1953,9,947
India,1954,9,962
India,1955,9,963
India,1956,9,993
India,1957,9,959
India,1958,9,1005
India,1959,9,1002
India,1960,9,1048
India,1961,9,1051
India,1962,9,1046
India,1963,9,1071
India,1964,9,1125
India,1965,9,1053
India,1966,9,1037
India,1967,9,1096
India,1968,9,1095
India,1969,9,1141
India,1970,9,1170
India,1971,9,1154
India,1972,9,1125
India,1973,9,1151
India,1974,9,1139
India,1975,7,1212
India,1976,7,1201
India,1977,8,1266
India,1978,8,1305
India,1979,8,1211
India,1980,8,1270
India,1981,8,1322
India,1982,8,1334
India,1983,8,1412
India,1984,8,1436
India,1985,8,1462
India,1986,8,1493
India,1987,8,1525
India,1988,8,1649
India,1989,8,1723
India,1990,8,1777
India,1991,8,1760
India,1992,8,1821
India,1993,8,1871
India,1994,8,1959
India,1995,9,2069
India,1996,9,2186
India,1997,9,2235
India,1998,9,2332
India,1999,9,2496
India,2000,9,2548
India,2001,9,2628
India,2002,9,2684
India,2003,9,2850
India,2004,9,3029
India,2005,9,3262
India,2006,9,3514
India,2007,9,3806
India,2008,9,3901
India,2009,9,4177
India,2010,9,4547
India,2011,9,4787
Iran,1800,-10,977
Iran,1801,-10,977
Iran,1802,-10,977
Iran,1803,-10,977
Iran,1804,-10,978
Iran,1805,-10,978
Iran,1806,-10,978
Iran,1807,-10,978
Iran,1808,-10,978
Iran,1809,-10,978
Iran,1810,-10,979
Iran,1811,-10,979
Iran,1812,-10,979
Iran,1813,-10,979
Iran,1814,-10,979
Iran,1815,-10,979
Iran,1816,-10,979
Iran,1817,-10,980
Iran,1818,-10,980
Iran,1819,-10,980
Iran,1820,-10,980
Iran,1821,-10,982
Iran,1822,-10,984
Iran,1823,-10,986
Iran,1824,-10,988
Iran,1825,-10,989
Iran,1826,-10,991
Iran,1827,-10,993
Iran,1828,-10,995
Iran,1829,-10,997
Iran,1830,-10,999
Iran,1831,-10,1001
Iran,1832,-10,1003
Iran,1833,-10,1004
Iran,1834,-10,1006
Iran,1835,-10,1008
Iran,1836,-10,1010
Iran,1837,-10,1012
Iran,1838,-10,1014
Iran,1839,-10,1016
Iran,1840,-10,1018
Iran,1841,-10,1020
Iran,1842,-10,1022
Iran,1843,-10,1024
Iran,1844,-10,1026
Iran,1845,-10,1027
Iran,1846,-10,1029
Iran,1847,-10,1031
Iran,1848,-10,1033
Iran,1849,-10,1035
Iran,1850,-10,1037
Iran,1851,-10,1039
Iran,1852,-10,1041
Iran,1853,-10,1043
Iran,1854,-10,1045
Iran,1855,-10,1047
Iran,1856,-10,1049
Iran,1857,-10,1051
Iran,1858,-10,1053
Iran,1859,-10,1055
Iran,1860,-10,1057
Iran,1861,-10,1059
Iran,1862,-10,1061
Iran,1863,-10,1063
Iran,1864,-10,1065
Iran,1865,-10,1067
Iran,1866,-10,1069
Iran,1867,-10,1071
Iran,1868,-10,1073
Iran,1869,-10,1075
Iran,1870,-10,1077
Iran,1871,-10,1085
Iran,1872,-10,1092
Iran,1873,-10,1099
Iran,1874,-10,1107
Iran,1875,-10,1115
Iran,1876,-10,1122
Iran,1877,-10,1130
Iran,1878,-10,1138
Iran,1879,-10,1146
Iran,1880,-10,1153
Iran,1881,-10,1161
Iran,1882,-10,1169
Iran,1883,-10,1177
Iran,1884,-10,1185
Iran,1885,-10,1193
Iran,1886,-10,1202
Iran,1887,-10,1210
Iran,1888,-10,1218
Iran,1889,-10,1227
Iran,1890,-10,1235
Iran,1891,-10,1243
Iran,1892,-10,1252
Iran,1893,-10,1261
Iran,1894,-10,1269
Iran,1895,-10,1278
Iran,1896,-10,1287
Iran,1897,-10,1296
Iran,1898,-10,1304
Iran,1899,-10,1313
Iran,1900,-10,1322
Iran,1901,-10,1331
Iran,1902,-10,1341
Iran,1903,-10,1350
Iran,1904,-10,1359
Iran,1905,-10,1368
Iran,1906,0,1378
Iran,1907,0,1387
Iran,1908,0,1397
Iran,1909,0,1406
Iran,1910,0,1416
Iran,1911,0,1431
Iran,1912,0,1446
Iran,1913,0,1461
Iran,1914,0,1497
Iran,1915,0,1534
Iran,1916,0,1572
Iran,1917,0,1611
Iran,1918,0,1650
Iran,1919,0,1691
Iran,1920,0,1733
Iran,1921,-1,1785
Iran,1922,-3,1839
Iran,1923,-4,1894
Iran,1924,-6,1950
Iran,1925,-7,2008
Iran,1926,-7,2067
Iran,1927,-7,2127
Iran,1928,-7,2189
Iran,1929,-7,2252
Iran,1930,-7,2317
Iran,1931,-7,2383
Iran,1932,-7,2451
Iran,1933,-7,2520
Iran,1934,-7,2591
Iran,1935,-8,2664
Iran,1936,-8,2738
Iran,1937,-8,2814
Iran,1938,-8,2891
Iran,1939,-8,2970
Iran,1940,-8,3051
Iran,1941,-1,3134
Iran,1942,-1,3219
Iran,1943,-1,3306
Iran,1944,-1,3394
Iran,1945,-1,3485
Iran,1946,-1,3577
Iran,1947,-1,3672
Iran,1948,-1,3768
Iran,1949,-1,3867
Iran,1950,-1,3968
Iran,1951,-1,3881
Iran,1952,-1,3796
Iran,1953,-4,3717
Iran,1954,-7,3635
Iran,1955,-10,3554
Iran,1956,-10,3783
Iran,1957,-10,4211
Iran,1958,-10,4591
Iran,1959,-10,4863
Iran,1960,-10,5203
Iran,1961,-10,5505
Iran,1962,-10,5472
Iran,1963,-10,5921
Iran,1964,-10,6188
Iran,1965,-10,6768
Iran,1966,-10,7252
Iran,1967,-10,7862
Iran,1968,-10,8816
Iran,1969,-10,9709
Iran,1970,-10,10467
Iran,1971,-10,11475
Iran,1972,-10,13019
Iran,1973,-10,13782
Iran,1974,-10,14316
Iran,1975,-10,14690
Iran,1976,-10,16697
Iran,1977,-10,16033
Iran,1978,-10,13827
Iran,1979,0,12312
Iran,1980,-2,10366
Iran,1981,-4,9691
Iran,1982,-6,10715
Iran,1983,-6,11655
Iran,1984,-6,11274
Iran,1985,-6,11047
Iran,1986,-6,9675
Iran,1987,-6,9335
Iran,1988,-6,8626
Iran,1989,-6,8753
Iran,1990,-6,9511
Iran,1991,-6,10502
Iran,1992,-6,10792
Iran,1993,-6,10500
Iran,1994,-6,10344
Iran,1995,-6,10477
Iran,1996,-6,11043
Iran,1997,3,11216
Iran,1998,3,11311
Iran,1999,3,11327
Iran,2000,3,11719
Iran,2001,3,11977
Iran,2002,3,12712
Iran,2003,3,13454
Iran,2004,-6,13975
Iran,2005,-6,14452
Iran,2006,-6,15127
Iran,2007,-6,15903
Iran,2008,-6,15955
Iran,2009,-7,16123
Iran,2010,-7,16980
Iran,2011,-7,17425
Israel,1948,10,3612
Israel,1949,10,3782
Israel,1950,10,3961
Israel,1951,10,4435
Israel,1952,10,4247
Israel,1953,10,4075
Israel,1954,10,4718
Israel,1955,10,5167
Israel,1956,10,5382
Israel,1957,10,5557
Israel,1958,10,5712
Israel,1959,10,6249
Israel,1960,10,6464
Israel,1961,10,6915
Israel,1962,10,7279
Israel,1963,10,7719
Israel,1964,10,8152
Israel,1965,10,8630
Israel,1966,10,8504
Israel,1967,9,8535
Israel,1968,9,9634
Israel,1969,9,10562
Israel,1970,9,11062
Israel,1971,9,11878
Israel,1972,9,12903
Israel,1973,9,13110
Israel,1974,9,13606
Israel,1975,9,13751
Israel,1976,9,13626
Israel,1977,9,13324
Israel,1978,9,13656
Israel,1979,9,14159
Israel,1980,9,14768
Israel,1981,9,15245
Israel,1982,9,15265
Israel,1983,9,15501
Israel,1984,9,15310
Israel,1985,9,15542
Israel,1986,9,16015
Israel,1987,9,16871
Israel,1988,9,16906
Israel,1989,9,16743
Israel,1990,9,17152
Israel,1991,9,17394
Israel,1992,9,17749
Israel,1993,9,18244
Israel,1994,9,19010
Israel,1995,9,22550
Israel,1996,9,23240
Israel,1997,9,23544
Israel,1998,9,24009
Israel,1999,10,24263
Israel,2000,10,25739
Israel,2001,10,25167
Israel,2002,10,24650
Israel,2003,10,24470
Israel,2004,10,25256
Israel,2005,10,25891
Israel,2006,10,26908
Israel,2007,10,28091
Israel,2008,10,28562
Israel,2009,10,28419
Israel,2010,10,29509
Israel,2011,10,30183
Italy,1861,-4,2389
Italy,1862,-4,2461
Italy,1863,-4,2511
Italy,1864,-4,2469
Italy,1865,-4,2598
Italy,1866,-4,2419
Italy,1867,-4,2441
Italy,1868,-4,2456
Italy,1869,-4,2521
Italy,1870,-4,2643
Italy,1871,-4,2629
Italy,1872,-4,2587
Italy,1873,-4,2587
Italy,1874,-4,2767
Italy,1875,-4,2710
Italy,1876,-4,2610
Italy,1877,-4,2646
Italy,1878,-4,2783
Italy,1879,-4,2776
Italy,1880,-4,2849
Italy,1881,-4,2928
Italy,1882,-4,2993
Italy,1883,-4,3030
Italy,1884,-4,2937
Italy,1885,-4,3024
Italy,1886,-4,3168
Italy,1887,-4,3212
Italy,1888,-4,3176
Italy,1889,-4,3061
Italy,1890,-4,3141
Italy,1891,-4,3221
Italy,1892,-4,3200
Italy,1893,-4,3279
Italy,1894,-4,3294
Italy,1895,-4,3331
Italy,1896,-4,3367
Italy,1897,-4,3389
Italy,1898,-4,3404
Italy,1899,-4,3448
Italy,1900,-1,3528
Italy,1901,-1,3593
Italy,1902,-1,3673
Italy,1903,-1,3768
Italy,1904,-1,3884
Italy,1905,-1,4007
Italy,1906,-1,4116
Italy,1907,-1,4247
Italy,1908,-1,4305
Italy,1909,-1,4378
Italy,1910,-1,4386
Italy,1911,-1,4421
Italy,1912,-1,4557
Italy,1913,-1,4720
Italy,1914,-1,5135
Italy,1915,-1,5152
Italy,1916,-1,5723
Italy,1917,-1,6091
Italy,1918,-1,6694
Italy,1919,-1,5796
Italy,1920,-1,5181
Italy,1921,-1,5218
Italy,1922,-2,5431
Italy,1923,-3,5435
Italy,1924,-4,5363
Italy,1925,-6,5580
Italy,1926,-7,5548
Italy,1927,-8,5551
Italy,1928,-9,5839
Italy,1929,-9,5967
Italy,1930,-9,5608
Italy,1931,-9,5633
Italy,1932,-9,5816
Italy,1933,-9,5741
Italy,1934,-9,5760
Italy,1935,-9,6186
Italy,1936,-9,6300
Italy,1937,-9,6530
Italy,1938,-9,6519
Italy,1939,-9,6875
Italy,1940,-9,6619
Italy,1941,-9,6434
Italy,1942,-9,6403
Italy,1943,0,6014
Italy,1944,0,5087
Italy,1945,2,3957
Italy,1946,5,4940
Italy,1947,8,5610
Italy,1948,10,5906
Italy,1949,10,6050
Italy,1950,10,6381
Italy,1951,10,6736
Italy,1952,10,7023
Italy,1953,10,7421
Italy,1954,10,7710
Italy,1955,10,8117
Italy,1956,10,8420
Italy,1957,10,8816
Italy,1958,10,9182
Italy,1959,10,9686
Italy,1960,10,10276
Italy,1961,10,10973
Italy,1962,10,11555
Italy,1963,10,12094
Italy,1964,10,12343
Italy,1965,10,12599
Italy,1966,10,13279
Italy,1967,10,13997
Italy,1968,10,14929
Italy,1969,10,15735
Italy,1970,10,16450
Italy,1971,10,16680
Italy,1972,10,17160
Italy,1973,10,18390
Italy,1974,10,19085
Italy,1975,10,18469
Italy,1976,10,19699
Italy,1977,10,20050
Italy,1978,10,20882
Italy,1979,10,22146
Italy,1980,10,22861
Italy,1981,10,23113
Italy,1982,10,23385
Italy,1983,10,23664
Italy,1984,10,24842
Italy,1985,10,25646
Italy,1986,10,26242
Italy,1987,10,27304
Italy,1988,10,28879
Italy,1989,10,30152
Italy,1990,10,30746
Italy,1991,10,31198
Italy,1992,10,31437
Italy,1993,10,31149
Italy,1994,10,31813
Italy,1995,10,32731
Italy,1996,10,33143
Italy,1997,10,33733
Italy,1998,10,34269
Italy,1999,10,34798
Italy,2000,10,36073
Italy,2001,10,36692
Italy,2002,10,36729
Italy,2003,10,36622
Italy,2004,10,36962
Italy,2005,10,37130
Italy,2006,10,37761
Italy,2007,10,38125
Italy,2008,10,37475
Italy,2009,10,35260
Italy,2010,10,35753
Italy,2011,10,35901
Japan,1800,-10,1050
Japan,1801,-10,1051
Japan,1802,-10,1053
Japan,1803,-10,1054
Japan,1804,-10,1056
Japan,1805,-10,1057
Japan,1806,-10,1059
Japan,1807,-10,1060
Japan,1808,-10,1061
Japan,1809,-10,1063
Japan,1810,-10,1064
Japan,1811,-10,1066
Japan,1812,-10,1067
Japan,1813,-10,1069
Japan,1814,-10,1070
Japan,1815,-10,1072
Japan,1816,-10,1073
Japan,1817,-10,1075
Japan,1818,-10,1076
Japan,1819,-10,1078
Japan,1820,-10,1079
Japan,1821,-10,1081
Japan,1822,-10,1082
Japan,1823,-10,1084
Japan,1824,-10,1085
Japan,1825,-10,1087
Japan,1826,-10,1088
Japan,1827,-10,1090
Japan,1828,-10,1091
Japan,1829,-10,1093
Japan,1830,-10,1094
Japan,1831,-10,1096
Japan,1832,-10,1097
Japan,1833,-10,1099
Japan,1834,-10,1100
Japan,1835,-10,1102
Japan,1836,-10,1104
Japan,1837,-10,1105
Japan,1838,-10,1107
Japan,1839,-10,1108
Japan,1840,-10,1110
Japan,1841,-10,1111
Japan,1842,-10,1113
Japan,1843,-10,1114
Japan,1844,-10,1116
Japan,1845,-10,1117
Japan,1846,-10,1119
Japan,1847,-10,1120
Japan,1848,-10,1122
Japan,1849,-10,1124
Japan,1850,-10,1125
Japan,1851,-10,1129
Japan,1852,-10,1134
Japan,1853,-10,1138
Japan,1854,-10,1142
Japan,1855,-10,1146
Japan,1856,-10,1151
Japan,1857,-10,1155
Japan,1858,-9,1159
Japan,1859,-8,1164
Japan,1860,-7,1168
Japan,1861,-6,1172
Japan,1862,-5,1177
Japan,1863,-4,1181
Japan,1864,-3,1186
Japan,1865,-2,1190
Japan,1866,-1,1195
Japan,1867,0,1199
Japan,1868,1,1204
Japan,1869,1,1208
Japan,1870,1,1213
Japan,1871,1,1218
Japan,1872,1,1223
Japan,1873,1,1229
Japan,1874,1,1235
Japan,1875,1,1320
Japan,1876,1,1277
Japan,1877,1,1304
Japan,1878,1,1287
Japan,1879,1,1352
Japan,1880,1,1395
Japan,1881,1,1338
Japan,1882,1,1359
Japan,1883,1,1346
Japan,1884,1,1341
Japan,1885,1,1378
Japan,1886,1,1465
Japan,1887,1,1519
Japan,1888,1,1433
Japan,1889,1,1483
Japan,1890,1,1606
Japan,1891,1,1516
Japan,1892,1,1602
Japan,1893,1,1592
Japan,1894,1,1765
Japan,1895,1,1768
Japan,1896,1,1651
Japan,1897,1,1665
Japan,1898,1,1955
Japan,1899,1,1786
Japan,1900,1,1840
Japan,1901,1,1879
Japan,1902,1,1755
Japan,1903,1,1850
Japan,1904,1,1840
Japan,1905,1,1788
Japan,1906,1,2002
Japan,1907,1,2042
Japan,1908,1,2028
Japan,1909,1,1997
Japan,1910,1,1998
Japan,1911,1,2069
Japan,1912,1,2104
Japan,1913,1,2100
Japan,1914,1,2001
Japan,1915,1,2148
Japan,1916,1,2438
Japan,1917,1,2481
Japan,1918,1,2476
Japan,1919,1,2701
Japan,1920,1,2496
Japan,1921,1,2723
Japan,1922,1,2668
Japan,1923,1,2623
Japan,1924,1,2648
Japan,1925,1,2705
Japan,1926,1,2673
Japan,1927,1,2657
Japan,1928,1,2817
Japan,1929,1,2851
Japan,1930,1,2592
Japan,1931,1,2561
Japan,1932,1,2722
Japan,1933,1,2932
Japan,1934,1,2885
Japan,1935,1,2903
Japan,1936,1,3065
Japan,1937,1,3154
Japan,1938,1,3329
Japan,1939,1,3818
Japan,1940,1,3888
Japan,1941,1,3877
Japan,1942,1,3796
Japan,1943,1,3792
Japan,1944,1,3567
Japan,1945,2,1802
Japan,1946,3,1930
Japan,1947,4,2055
Japan,1948,5,2297
Japan,1949,7,2392
Japan,1950,8,2549
Japan,1951,9,2728
Japan,1952,10,3015
Japan,1953,10,3168
Japan,1954,10,3280
Japan,1955,10,3464
Japan,1956,10,3646
Japan,1957,10,3843
Japan,1958,10,3996
Japan,1959,10,4288
Japan,1960,10,4756
Japan,1961,10,5276
Japan,1962,10,5686
Japan,1963,10,6106
Japan,1964,10,6741
Japan,1965,10,7048
Japan,1966,10,7724
Japan,1967,10,8454
Japan,1968,10,9439
Japan,1969,10,10548
Japan,1970,10,14203
Japan,1971,10,14673
Japan,1972,10,15694
Japan,1973,10,16731
Japan,1974,10,16320
Japan,1975,10,16632
Japan,1976,10,17117
Japan,1977,10,17705
Japan,1978,10,18484
Japan,1979,10,19346
Japan,1980,10,19741
Japan,1981,10,20413
Japan,1982,10,20951
Japan,1983,10,21446
Japan,1984,10,22268
Japan,1985,10,23554
Japan,1986,10,24116
Japan,1987,10,25018
Japan,1988,10,26724
Japan,1989,10,28077
Japan,1990,10,29550
Japan,1991,10,30437
Japan,1992,10,30610
Japan,1993,10,30587
Japan,1994,10,30746
Japan,1995,10,31224
Japan,1996,10,31958
Japan,1997,10,32391
Japan,1998,10,31656
Japan,1999,10,31535
Japan,2000,10,32193
Japan,2001,10,32230
Japan,2002,10,32248
Japan,2003,10,32721
Japan,2004,10,33483
Japan,2005,10,33916
Japan,2006,10,34468
Japan,2007,10,35183
Japan,2008,10,34800
Japan,2009,10,32880
Japan,2010,10,34404
Japan,2011,10,34316
Jordan,1946,-10,2876
Jordan,1947,-10,2920
Jordan,1948,-10,2965
Jordan,1949,-10,3010
Jordan,1950,-10,3056
Jordan,1951,-4,3120
Jordan,1952,-1,3180
Jordan,1953,-1,3241
Jordan,1954,-1,3301
Jordan,1955,-1,3005
Jordan,1956,-1,3961
Jordan,1957,-9,3900
Jordan,1958,-9,4119
Jordan,1959,-9,4247
Jordan,1960,-9,4330
Jordan,1961,-9,4994
Jordan,1962,-9,4876
Jordan,1963,-9,4935
Jordan,1964,-9,5556
Jordan,1965,-9,5937
Jordan,1966,-9,5855
Jordan,1967,-9,5711
Jordan,1968,-9,4994
Jordan,1969,-9,5182
Jordan,1970,-9,4478
Jordan,1971,-9,4421
Jordan,1972,-9,4401
Jordan,1973,-9,4462
Jordan,1974,-10,4681
Jordan,1975,-10,4824
Jordan,1976,-10,5781
Jordan,1977,-10,5941
Jordan,1978,-10,6939
Jordan,1979,-10,7313
Jordan,1980,-10,8357
Jordan,1981,-10,8397
Jordan,1982,-10,8657
Jordan,1983,-10,8493
Jordan,1984,-9,8884
Jordan,1985,-9,8859
Jordan,1986,-9,9318
Jordan,1987,-9,9244
Jordan,1988,-9,8844
Jordan,1989,-4,7637
Jordan,1990,-4,7057
Jordan,1991,-4,6426
Jordan,1992,-2,7242
Jordan,1993,-2,7242
Jordan,1994,-2,7312
Jordan,1995,-2,7516
Jordan,1996,-2,7443
Jordan,1997,-2,7481
Jordan,1998,-2,7503
Jordan,1999,-2,7566
Jordan,2000,-2,7695
Jordan,2001,-2,7903
Jordan,2002,-2,8160
Jordan,2003,-2,8292
Jordan,2004,-2,8788
Jordan,2005,-2,9293
Jordan,2006,-2,9818
Jordan,2007,-3,10386
Jordan,2008,-3,10897
Jordan,2009,-3,11243
Jordan,2010,-3,11256
Jordan,2011,-3,11292
Netherlands,1815,-6,3945
Netherlands,1816,-6,3748
Netherlands,1817,-6,3778
Netherlands,1818,-6,3831
Netherlands,1819,-6,3645
Netherlands,1820,-6,3900
Netherlands,1821,-6,3815
Netherlands,1822,-6,3843
Netherlands,1823,-6,4028
Netherlands,1824,-6,3992
Netherlands,1825,-6,3883
Netherlands,1826,-6,3937
Netherlands,1827,-6,4163
Netherlands,1828,-6,4245
Netherlands,1829,-6,4244
Netherlands,1830,-6,3867
Netherlands,1831,-6,4149
Netherlands,1832,-6,4336
Netherlands,1833,-6,4231
Netherlands,1834,-6,4261
Netherlands,1835,-6,4241
Netherlands,1836,-6,4374
Netherlands,1837,-6,4470
Netherlands,1838,-6,4509
Netherlands,1839,-6,4499
Netherlands,1840,-7,4534
Netherlands,1841,-7,4571
Netherlands,1842,-7,4451
Netherlands,1843,-7,4365
Netherlands,1844,-7,4399
Netherlands,1845,-7,4359
Netherlands,1846,-7,4358
Netherlands,1847,-7,4380
Netherlands,1848,-4,4444
Netherlands,1849,-3,4568
Netherlands,1850,-3,4647
Netherlands,1851,-3,4706
Netherlands,1852,-3,4644
Netherlands,1853,-3,4531
Netherlands,1854,-3,4801
Netherlands,1855,-3,4661
Netherlands,1856,-3,4841
Netherlands,1857,-3,4748
Netherlands,1858,-3,4609
Netherlands,1859,-3,4436
Netherlands,1860,-3,4642
Netherlands,1861,-3,4506
Netherlands,1862,-3,4677
Netherlands,1863,-3,4757
Netherlands,1864,-3,4938
Netherlands,1865,-3,4939
Netherlands,1866,-3,5116
Netherlands,1867,-3,4932
Netherlands,1868,-3,4954
Netherlands,1869,-3,5107
Netherlands,1870,-3,5262
Netherlands,1871,-3,5220
Netherlands,1872,-3,5270
Netherlands,1873,-3,5370
Netherlands,1874,-3,5160
Netherlands,1875,-3,5449
Netherlands,1876,-3,5453
Netherlands,1877,-3,5510
Netherlands,1878,-3,5485
Netherlands,1879,-3,5208
Netherlands,1880,-3,5500
Netherlands,1881,-3,5524
Netherlands,1882,-3,5591
Netherlands,1883,-3,5931
Netherlands,1884,-3,5960
Netherlands,1885,-3,6012
Netherlands,1886,-3,6024
Netherlands,1887,-3,6094
Netherlands,1888,-3,6093
Netherlands,1889,-2,6223
Netherlands,1890,-2,5895
Netherlands,1891,-2,5833
Netherlands,1892,-2,5936
Netherlands,1893,-2,5797
Netherlands,1894,-2,6053
Netherlands,1895,-2,6003
Netherlands,1896,-2,6164
Netherlands,1897,-2,6225
Netherlands,1898,-2,6227
Netherlands,1899,-2,6224
Netherlands,1900,-2,6063
Netherlands,1901,-2,6260
Netherlands,1902,-2,6419
Netherlands,1903,-2,6309
Netherlands,1904,-2,6295
Netherlands,1905,-2,6509
Netherlands,1906,-2,6539
Netherlands,1907,-2,6325
Netherlands,1908,-2,6356
Netherlands,1909,-2,6602
Netherlands,1910,-2,6793
Netherlands,1911,-2,6923
Netherlands,1912,-2,7007
Netherlands,1913,-2,7229
Netherlands,1914,-2,7015
Netherlands,1915,-2,6627
Netherlands,1916,-2,6500
Netherlands,1917,10,5738
Netherlands,1918,10,5298
Netherlands,1919,10,5877
Netherlands,1920,10,6652
Netherlands,1921,10,7729
Netherlands,1922,10,8064
Netherlands,1923,10,8063
Netherlands,1924,10,8455
Netherlands,1925,10,8562
Netherlands,1926,10,8969
Netherlands,1927,10,9211
Netherlands,1928,10,9427
Netherlands,1929,10,9427
Netherlands,1930,10,9140
Netherlands,1931,10,8640
Netherlands,1932,10,8375
Netherlands,1933,10,8257
Netherlands,1934,10,8039
Netherlands,1935,10,8135
Netherlands,1936,10,8473
Netherlands,1937,10,8842
Netherlands,1938,10,8460
Netherlands,1939,10,9039
Netherlands,1940,-10,7840
Netherlands,1941,-10,7327
Netherlands,1942,-10,6617
Netherlands,1943,-10,6398
Netherlands,1944,-10,4233
Netherlands,1945,10,4281
Netherlands,1946,10,7142
Netherlands,1947,10,8093
Netherlands,1948,10,8802
Netherlands,1949,10,9284
Netherlands,1950,10,9516
Netherlands,1951,10,9593
Netherlands,1952,10,9639
Netherlands,1953,10,10340
Netherlands,1954,10,10930
Netherlands,1955,10,11566
Netherlands,1956,10,11939
Netherlands,1957,10,12151
Netherlands,1958,10,11859
Netherlands,1959,10,12256
Netherlands,1960,10,13223
Netherlands,1961,10,13448
Netherlands,1962,10,13854
Netherlands,1963,10,14148
Netherlands,1964,10,15204
Netherlands,1965,10,15834
Netherlands,1966,10,16109
Netherlands,1967,10,16824
Netherlands,1968,10,17827
Netherlands,1969,10,18892
Netherlands,1970,10,19800
Netherlands,1971,10,20555
Netherlands,1972,10,21024
Netherlands,1973,10,22010
Netherlands,1974,10,22873
Netherlands,1975,10,22849
Netherlands,1976,10,23837
Netherlands,1977,10,24436
Netherlands,1978,10,25044
Netherlands,1979,10,25473
Netherlands,1980,10,25857
Netherlands,1981,10,25704
Netherlands,1982,10,25403
Netherlands,1983,10,25919
Netherlands,1984,10,26781
