country,year,demo_score,gdp
Netherlands,1985,10,27544
Netherlands,1986,10,28417
Netherlands,1987,10,28937
Netherlands,1988,10,29915
Netherlands,1989,10,31240
Netherlands,1990,10,32534
Netherlands,1991,10,33066
Netherlands,1992,10,33377
Netherlands,1993,10,33562
Netherlands,1994,10,34348
Netherlands,1995,10,35244
Netherlands,1996,10,36152
Netherlands,1997,10,37414
Netherlands,1998,10,38816
Netherlands,1999,10,40306
Netherlands,2000,10,41771
Netherlands,2001,10,42130
Netherlands,2002,10,41848
Netherlands,2003,10,41761
Netherlands,2004,10,42389
Netherlands,2005,10,43243
Netherlands,2006,10,44823
Netherlands,2007,10,46605
Netherlands,2008,10,47388
Netherlands,2009,10,45590
Netherlands,2010,10,45843
Netherlands,2011,10,46388
Pakistan,1947,-4,1219
Pakistan,1948,2,1218
Pakistan,1949,4,1233
Pakistan,1950,4,1176
Pakistan,1951,5,1112
Pakistan,1952,5,1091
Pakistan,1953,5,1167
Pakistan,1954,5,1167
Pakistan,1955,5,1166
Pakistan,1956,8,1171
Pakistan,1957,8,1193
Pakistan,1958,-7,1180
Pakistan,1959,-7,1164
Pakistan,1960,-7,1191
Pakistan,1961,-7,1231
Pakistan,1962,1,1286
Pakistan,1963,1,1332
Pakistan,1964,1,1396
Pakistan,1965,1,1421
Pakistan,1966,1,1497
Pakistan,1967,1,1513
Pakistan,1968,1,1577
Pakistan,1969,1,1636
Pakistan,1970,0,1758
Pakistan,1971,0,1721
Pakistan,1972,4,1690
Pakistan,1973,8,1765
Pakistan,1974,8,1781
Pakistan,1975,8,1811
Pakistan,1976,8,1864
Pakistan,1977,-7,1897
Pakistan,1978,-7,2002
Pakistan,1979,-7,2018
Pakistan,1980,-7,2155
Pakistan,1981,-7,2242
Pakistan,1982,-7,2333
Pakistan,1983,-7,2421
Pakistan,1984,-7,2458
Pakistan,1985,-4,2603
Pakistan,1986,-4,2689
Pakistan,1987,-4,2761
Pakistan,1988,8,2853
Pakistan,1989,8,2908
Pakistan,1990,8,2961
Pakistan,1991,8,3026
Pakistan,1992,8,3174
Pakistan,1993,8,3148
Pakistan,1994,8,3183
Pakistan,1995,8,3255
Pakistan,1996,8,3324
Pakistan,1997,7,3270
Pakistan,1998,7,3266
Pakistan,1999,-6,3303
Pakistan,2000,-6,3366
Pakistan,2001,-6,3362
Pakistan,2002,-5,3405
Pakistan,2003,-5,3506
Pakistan,2004,-5,3698
Pakistan,2005,-5,3910
Pakistan,2006,-5,4076
Pakistan,2007,2,4194
Pakistan,2008,5,4187
Pakistan,2009,5,4227
Pakistan,2010,6,4220
Pakistan,2011,6,4261
Russia,1800,-10,1430
Russia,1801,-10,1432
Russia,1802,-10,1433
Russia,1803,-10,1435
Russia,1804,-10,1437
Russia,1805,-10,1439
Russia,1806,-10,1440
Russia,1807,-10,1442
Russia,1808,-10,1444
Russia,1809,-10,1445
Russia,1810,-10,1447
Russia,1811,-10,1449
Russia,1812,-10,1451
Russia,1813,-10,1452
Russia,1814,-10,1454
Russia,1815,-10,1456
Russia,1816,-10,1457
Russia,1817,-10,1459
Russia,1818,-10,1461
Russia,1819,-10,1463
Russia,1820,-10,1464
Russia,1821,-10,1474
Russia,1822,-10,1483
Russia,1823,-10,1493
Russia,1824,-10,1503
Russia,1825,-10,1513
Russia,1826,-10,1522
Russia,1827,-10,1532
Russia,1828,-10,1542
Russia,1829,-10,1552
Russia,1830,-10,1562
Russia,1831,-10,1572
Russia,1832,-10,1583
Russia,1833,-10,1593
Russia,1834,-10,1603
Russia,1835,-10,1613
Russia,1836,-10,1624
Russia,1837,-10,1634
Russia,1838,-10,1645
Russia,1839,-10,1656
Russia,1840,-10,1666
Russia,1841,-10,1677
Russia,1842,-10,1688
Russia,1843,-10,1699
Russia,1844,-10,1710
Russia,1845,-10,1721
Russia,1846,-10,1732
Russia,1847,-10,1744
Russia,1848,-10,1755
Russia,1849,-10,1766
Russia,1850,-10,1778
Russia,1851,-10,1789
Russia,1852,-10,1801
Russia,1853,-10,1812
Russia,1854,-10,1824
Russia,1855,-10,1836
Russia,1856,-10,1848
Russia,1857,-10,1860
Russia,1858,-10,1872
Russia,1859,-10,1884
Russia,1860,-10,1896
Russia,1861,-10,1909
Russia,1862,-10,1921
Russia,1863,-10,1933
Russia,1864,-10,1946
Russia,1865,-10,1959
Russia,1866,-10,1971
Russia,1867,-10,1984
Russia,1868,-10,1997
Russia,1869,-10,2010
Russia,1870,-10,2023
Russia,1871,-10,2036
Russia,1872,-10,2049
Russia,1873,-10,2062
Russia,1874,-10,2076
Russia,1875,-10,2089
Russia,1876,-10,2103
Russia,1877,-10,2116
Russia,1878,-10,2130
Russia,1879,-10,2144
Russia,1880,-10,2158
Russia,1881,-10,2172
Russia,1882,-10,2186
Russia,1883,-10,2200
Russia,1884,-10,2214
Russia,1885,-10,2229
Russia,1886,-10,2143
Russia,1887,-10,2506
Russia,1888,-10,2411
Russia,1889,-10,2242
Russia,1890,-10,2233
Russia,1891,-10,2046
Russia,1892,-10,2240
Russia,1893,-10,2539
Russia,1894,-10,2887
Russia,1895,-10,2672
Russia,1896,-10,2944
Russia,1897,-10,2895
Russia,1898,-10,2972
Russia,1899,-10,3154
Russia,1900,-10,3087
Russia,1901,-10,3165
Russia,1902,-10,3439
Russia,1903,-10,3203
Russia,1904,-10,3542
Russia,1905,-8,3136
Russia,1906,-6,2997
Russia,1907,-6,2881
Russia,1908,-6,3146
Russia,1909,-6,3267
Russia,1910,-6,3487
Russia,1911,-6,3222
Russia,1912,-6,3481
Russia,1913,-6,3658
Russia,1914,-6,3494
Russia,1915,-6,3596
Russia,1916,-6,3198
Russia,1917,-1,2808
Russia,1918,-1,1719
Russia,1919,-1,1482
Russia,1920,-1,1489
Russia,1921,-1,1364
Russia,1922,-1,1584
Russia,1923,-7,1826
Russia,1924,-7,2315
Russia,1925,-7,2895
Russia,1926,-7,3253
Russia,1927,-8,3391
Russia,1928,-8,3569
Russia,1929,-8,3613
Russia,1930,-8,3779
Russia,1931,-8,3816
Russia,1932,-8,3760
Russia,1933,-9,3904
Russia,1934,-9,4265
Russia,1935,-9,4880
Russia,1936,-9,5216
Russia,1937,-9,5652
Russia,1938,-9,5640
Russia,1939,-9,5873
Russia,1940,-9,5632
Russia,1941,-9,5530
Russia,1942,-9,5430
Russia,1943,-9,5331
Russia,1944,-9,5235
Russia,1945,-9,5140
Russia,1946,-9,5047
Russia,1947,-9,5611
Russia,1948,-9,6343
Russia,1949,-9,6932
Russia,1950,-9,7514
Russia,1951,-9,7424
Russia,1952,-9,7775
Russia,1953,-7,7981
Russia,1954,-7,8234
Russia,1955,-7,8787
Russia,1956,-7,9465
Russia,1957,-7,9496
Russia,1958,-7,10037
Russia,1959,-7,9755
Russia,1960,-7,10496
Russia,1961,-7,10908
Russia,1962,-7,11027
Russia,1963,-7,10620
Russia,1964,-7,11836
Russia,1965,-7,12363
Russia,1966,-7,12823
Russia,1967,-7,13256
Russia,1968,-7,13902
Russia,1969,-7,13972
Russia,1970,-7,14915
Russia,1971,-7,15170
Russia,1972,-7,15113
Russia,1973,-7,16236
Russia,1974,-7,16594
Russia,1975,-7,16530
Russia,1976,-7,17192
Russia,1977,-7,17487
Russia,1978,-7,17818
Russia,1979,-7,17632
Russia,1980,-7,17557
Russia,1981,-7,17619
Russia,1982,-7,17951
Russia,1983,-7,18417
Russia,1984,-7,18527
Russia,1985,-7,18576
Russia,1986,-7,19221
Russia,1987,-7,19355
Russia,1988,-6,19660
Russia,1989,-4,19906
Russia,1990,0,19349
Russia,1991,0,18332
Russia,1992,5,15661
Russia,1993,3,14320
Russia,1994,3,12535
Russia,1995,3,12013
Russia,1996,3,11597
Russia,1997,3,11779
Russia,1998,3,11173
Russia,1999,3,11925
Russia,2000,6,13173
Russia,2001,6,13902
Russia,2002,6,14629
Russia,2003,6,15768
Russia,2004,6,16967
Russia,2005,6,18118
Russia,2006,6,19660
Russia,2007,4,21374
Russia,2008,4,22506
Russia,2009,4,20739
Russia,2010,4,21664
Russia,2011,4,22570
Saudi Arabia,1926,-10,1060
Saudi Arabia,1927,-10,1064
Saudi Arabia,1928,-10,1067
Saudi Arabia,1929,-10,1071
Saudi Arabia,1930,-10,1034
Saudi Arabia,1931,-10,997
Saudi Arabia,1932,-10,962
Saudi Arabia,1933,-10,928
Saudi Arabia,1934,-10,930
Saudi Arabia,1935,-10,931
Saudi Arabia,1936,-10,933
Saudi Arabia,1937,-10,934
Saudi Arabia,1938,-10,936
Saudi Arabia,1939,-10,937
Saudi Arabia,1940,-10,969
Saudi Arabia,1941,-10,1002
Saudi Arabia,1942,-10,1036
Saudi Arabia,1943,-10,1071
Saudi Arabia,1944,-10,1107
Saudi Arabia,1945,-10,1145
Saudi Arabia,1946,-10,1184
Saudi Arabia,1947,-10,1371
Saudi Arabia,1948,-10,1587
Saudi Arabia,1949,-10,1838
Saudi Arabia,1950,-10,2128
Saudi Arabia,1951,-10,2465
Saudi Arabia,1952,-10,2854
Saudi Arabia,1953,-10,3305
Saudi Arabia,1954,-10,3827
Saudi Arabia,1955,-10,4432
Saudi Arabia,1956,-10,5132
Saudi Arabia,1957,-10,5942
Saudi Arabia,1958,-10,6881
Saudi Arabia,1959,-10,7968
Saudi Arabia,1960,-10,9226
Saudi Arabia,1961,-10,10684
Saudi Arabia,1962,-10,12371
Saudi Arabia,1963,-10,14325
Saudi Arabia,1964,-10,16587
Saudi Arabia,1965,-10,19207
Saudi Arabia,1966,-10,22240
Saudi Arabia,1967,-10,25752
Saudi Arabia,1968,-10,29819
Saudi Arabia,1969,-10,34527
Saudi Arabia,1970,-10,39979
Saudi Arabia,1971,-10,47016
Saudi Arabia,1972,-10,52961
Saudi Arabia,1973,-10,56842
Saudi Arabia,1974,-10,89417
Saudi Arabia,1975,-10,68111
Saudi Arabia,1976,-10,80328
Saudi Arabia,1977,-10,77548
Saudi Arabia,1978,-10,71169
Saudi Arabia,1979,-10,69720
Saudi Arabia,1980,-10,72465
Saudi Arabia,1981,-10,67447
Saudi Arabia,1982,-10,55569
Saudi Arabia,1983,-10,49634
Saudi Arabia,1984,-10,44693
Saudi Arabia,1985,-10,36344
Saudi Arabia,1986,-10,35239
Saudi Arabia,1987,-10,32136
Saudi Arabia,1988,-10,32091
Saudi Arabia,1989,-10,32281
Saudi Arabia,1990,-10,35681
Saudi Arabia,1991,-10,37688
Saudi Arabia,1992,-10,38237
Saudi Arabia,1993,-10,37182
Saudi Arabia,1994,-10,36526
Saudi Arabia,1995,-10,35870
Saudi Arabia,1996,-10,36531
Saudi Arabia,1997,-10,37060
Saudi Arabia,1998,-10,37671
Saudi Arabia,1999,-10,36746
Saudi Arabia,2000,-10,37531
Saudi Arabia,2001,-10,36387
Saudi Arabia,2002,-10,34875
Saudi Arabia,2003,-10,35859
Saudi Arabia,2004,-10,37556
Saudi Arabia,2005,-10,38892
Saudi Arabia,2006,-10,39958
Saudi Arabia,2007,-10,41464
Saudi Arabia,2008,-10,44189
Saudi Arabia,2009,-10,44276
Saudi Arabia,2010,-10,45598
Saudi Arabia,2011,-10,49230
Singapore,1959,7,4656
Singapore,1960,7,4990
Singapore,1961,7,5520
Singapore,1962,7,5372
Singapore,1963,4,5722
Singapore,1964,1,5613
Singapore,1965,-2,6141
Singapore,1966,-2,6659
Singapore,1967,-2,7331
Singapore,1968,-2,8209
Singapore,1969,-2,9207
Singapore,1970,-2,10336
Singapore,1971,-2,11389
Singapore,1972,-2,12711
Singapore,1973,-2,13889
Singapore,1974,-2,14499
Singapore,1975,-2,14743
Singapore,1976,-2,15590
Singapore,1977,-2,16589
Singapore,1978,-2,17799
Singapore,1979,-2,19252
Singapore,1980,-2,20882
Singapore,1981,-2,21889
Singapore,1982,-2,22467
Singapore,1983,-2,24095
Singapore,1984,-2,25649
Singapore,1985,-2,25245
Singapore,1986,-2,25812
Singapore,1987,-2,27957
Singapore,1988,-2,30453
Singapore,1989,-2,32597
Singapore,1990,-2,34316
Singapore,1991,-2,35583
Singapore,1992,-2,36978
Singapore,1993,-2,40213
Singapore,1994,-2,43231
Singapore,1995,-2,44884
Singapore,1996,-2,46342
Singapore,1997,-2,48528
Singapore,1998,-2,45863
Singapore,1999,-2,48271
Singapore,2000,-2,51663
Singapore,2001,-2,49809
Singapore,2002,-2,51435
Singapore,2003,-2,54515
Singapore,2004,-2,58977
Singapore,2005,-2,61921
Singapore,2006,-2,65331
Singapore,2007,-2,68375
Singapore,2008,-2,65991
Singapore,2009,-2,63644
Singapore,2010,-2,72056
Singapore,2011,-2,74949
Spain,1800,-10,1518
Spain,1801,-10,1518
Spain,1802,-10,1518
Spain,1803,-10,1518
Spain,1804,-10,1519
Spain,1805,-10,1519
Spain,1806,-10,1519
Spain,1807,-10,1519
Spain,1808,-10,1520
Spain,1809,-10,1520
Spain,1810,-10,1520
Spain,1811,-10,1520
Spain,1812,-10,1521
Spain,1813,-10,1521
Spain,1814,-9,1521
Spain,1815,-9,1521
Spain,1816,-9,1521
Spain,1817,-9,1522
Spain,1818,-9,1522
Spain,1819,-9,1522
Spain,1820,-4,1522
Spain,1821,-4,1526
Spain,1822,-4,1530
Spain,1823,-6,1533
Spain,1824,-6,1537
Spain,1825,-6,1541
Spain,1826,-6,1545
Spain,1827,-6,1548
Spain,1828,-6,1552
Spain,1829,-6,1556
Spain,1830,-6,1560
Spain,1831,-6,1563
Spain,1832,-6,1567
Spain,1833,-6,1571
Spain,1834,-6,1575
Spain,1835,-6,1578
Spain,1836,-3,1582
Spain,1837,-1,1586
Spain,1838,-1,1590
Spain,1839,-1,1594
Spain,1840,-1,1598
Spain,1841,-1,1601
Spain,1842,-1,1605
Spain,1843,-1,1609
Spain,1844,-1,1613
Spain,1845,-2,1617
Spain,1846,-2,1621
Spain,1847,-2,1625
Spain,1848,-2,1629
Spain,1849,-2,1633
Spain,1850,-2,1637
Spain,1851,-2,1653
Spain,1852,-5,1719
Spain,1853,-5,1724
Spain,1854,-5,1747
Spain,1855,-5,1825
Spain,1856,-5,1767
Spain,1857,-5,1719
Spain,1858,-5,1752
Spain,1859,-6,1823
Spain,1860,-6,1878
Spain,1861,-6,1897
Spain,1862,-6,1903
Spain,1863,-6,1941
Spain,1864,-6,1937
Spain,1865,-6,1871
Spain,1866,-6,1962
Spain,1867,-6,1951
Spain,1868,-4,1748
Spain,1869,-2,1798
Spain,1870,-1,1837
Spain,1871,1,1976
Spain,1872,1,2242
Spain,1873,-5,2432
Spain,1874,-4,2221
Spain,1875,-2,2279
Spain,1876,-1,2314
Spain,1877,-1,2542
Spain,1878,-1,2465
Spain,1879,4,2317
Spain,1880,4,2509
Spain,1881,4,2559
Spain,1882,4,2579
Spain,1883,4,2623
Spain,1884,4,2616
Spain,1885,4,2533
Spain,1886,4,2466
Spain,1887,4,2419
Spain,1888,4,2505
Spain,1889,4,2488
Spain,1890,5,2479
Spain,1891,5,2524
Spain,1892,5,2702
Spain,1893,5,2596
Spain,1894,5,2614
Spain,1895,4,2580
Spain,1896,4,2364
Spain,1897,4,2473
Spain,1898,4,2653
Spain,1899,4,2684
Spain,1900,6,2730
Spain,1901,6,2906
Spain,1902,6,2803
Spain,1903,6,2797
Spain,1904,6,2769
Spain,1905,6,2719
Spain,1906,6,2832
Spain,1907,6,2902
Spain,1908,6,2995
Spain,1909,6,3027
Spain,1910,6,2901
Spain,1911,6,3096
Spain,1912,6,3060
Spain,1913,6,3171
Spain,1914,6,3115
Spain,1915,6,3152
Spain,1916,6,3285
Spain,1917,6,3232
Spain,1918,6,3196
Spain,1919,6,3202
Spain,1920,6,3420
Spain,1921,6,3497
Spain,1922,6,3633
Spain,1923,-7,3665
Spain,1924,-7,3754
Spain,1925,-6,3970
Spain,1926,-6,3939
Spain,1927,-6,4261
Spain,1928,-6,4259
Spain,1929,-6,4540
Spain,1930,1,4367
Spain,1931,7,4237
Spain,1932,7,4311
Spain,1933,7,4209
Spain,1934,7,4349
Spain,1935,7,4417
Spain,1936,7,3418
Spain,1937,7,3122
Spain,1938,7,3106
Spain,1939,-7,3337
Spain,1940,-7,3643
Spain,1941,-7,3570
Spain,1942,-7,3756
Spain,1943,-7,3881
Spain,1944,-7,4047
Spain,1945,-7,3760
Spain,1946,-7,3914
Spain,1947,-7,3963
Spain,1948,-7,3957
Spain,1949,-7,3916
Spain,1950,-7,3993
Spain,1951,-7,4369
Spain,1952,-7,4701
Spain,1953,-7,4660
Spain,1954,-7,4987
Spain,1955,-7,5158
Spain,1956,-7,5546
Spain,1957,-7,5692
Spain,1958,-7,5904
Spain,1959,-7,5735
Spain,1960,-7,5792
Spain,1961,-7,6498
Spain,1962,-7,7206
Spain,1963,-7,7896
Spain,1964,-7,8611
Spain,1965,-7,9106
Spain,1966,-7,9700
Spain,1967,-7,10252
Spain,1968,-7,10767
Spain,1969,-7,11650
Spain,1970,-7,12233
Spain,1971,-7,12834
Spain,1972,-7,13790
Spain,1973,-7,14908
Spain,1974,-7,15885
Spain,1975,-3,16296
Spain,1976,1,16818
Spain,1977,5,17305
Spain,1978,9,17707
Spain,1979,9,17825
Spain,1980,9,18119
Spain,1981,9,18116
Spain,1982,10,18358
Spain,1983,10,18754
Spain,1984,10,18970
Spain,1985,10,19300
Spain,1986,10,19881
Spain,1987,10,20953
Spain,1988,10,22036
Spain,1989,10,23141
Spain,1990,10,24126
Spain,1991,10,24684
Spain,1992,10,24831
Spain,1993,10,24498
Spain,1994,10,25015
Spain,1995,10,25645
Spain,1996,10,26270
Spain,1997,10,27167
Spain,1998,10,28238
Spain,1999,10,29353
Spain,2000,10,30647
Spain,2001,10,31488
Spain,2002,10,31866
Spain,2003,10,32293
Spain,2004,10,32745
Spain,2005,10,33396
Spain,2006,10,34206
Spain,2007,10,34845
Spain,2008,10,34676
Spain,2009,10,33142
Spain,2010,10,32994
Spain,2011,10,32674
Sweden,1800,-10,1414
Sweden,1801,-10,1402
Sweden,1802,-10,1467
Sweden,1803,-10,1453
Sweden,1804,-10,1358
Sweden,1805,-10,1446
Sweden,1806,-10,1462
Sweden,1807,-10,1401
Sweden,1808,-10,1327
Sweden,1809,-9,1266
Sweden,1810,-9,1368
Sweden,1811,-9,1470
Sweden,1812,-8,1376
Sweden,1813,-8,1403
Sweden,1814,-8,1414
Sweden,1815,-8,1464
Sweden,1816,-8,1492
Sweden,1817,-8,1449
Sweden,1818,-8,1462
Sweden,1819,-8,1449
Sweden,1820,-8,1469
Sweden,1821,-8,1514
Sweden,1822,-8,1521
Sweden,1823,-8,1505
Sweden,1824,-8,1546
Sweden,1825,-8,1587
Sweden,1826,-8,1591
Sweden,1827,-8,1517
Sweden,1828,-8,1544
Sweden,1829,-8,1566
Sweden,1830,-8,1527
Sweden,1831,-8,1557
Sweden,1832,-8,1516
Sweden,1833,-8,1564
Sweden,1834,-8,1585
Sweden,1835,-8,1579
Sweden,1836,-8,1630
Sweden,1837,-8,1618
Sweden,1838,-8,1592
Sweden,1839,-8,1610
Sweden,1840,-8,1634
Sweden,1841,-8,1613
Sweden,1842,-7,1537
Sweden,1843,-7,1571
Sweden,1844,-7,1639
Sweden,1845,-7,1677
Sweden,1846,-7,1620
Sweden,1847,-7,1663
Sweden,1848,-7,1681
Sweden,1849,-7,1743
Sweden,1850,-7,1789
Sweden,1851,-7,1754
Sweden,1852,-7,1717
Sweden,1853,-7,1740
Sweden,1854,-7,1758
Sweden,1855,-5,1867
Sweden,1856,-5,1848
Sweden,1857,-5,1899
Sweden,1858,-5,1922
Sweden,1859,-5,1992
Sweden,1860,-5,2029
Sweden,1861,-5,1949
Sweden,1862,-5,1890
Sweden,1863,-5,1971
Sweden,1864,-5,2007
Sweden,1865,-5,2042
Sweden,1866,-5,2009
Sweden,1867,-5,2039
Sweden,1868,-5,1856
Sweden,1869,-5,1989
Sweden,1870,-4,2243
Sweden,1871,-4,2321
Sweden,1872,-4,2363
Sweden,1873,-4,2391
Sweden,1874,-4,2481
Sweden,1875,-4,2393
Sweden,1876,-4,2545
Sweden,1877,-4,2488
Sweden,1878,-4,2400
Sweden,1879,-4,2532
Sweden,1880,-4,2472
Sweden,1881,-4,2561
Sweden,1882,-4,2467
Sweden,1883,-4,2654
Sweden,1884,-4,2597
Sweden,1885,-4,2644
Sweden,1886,-4,2671
Sweden,1887,-4,2592
Sweden,1888,-4,2634
Sweden,1889,-4,2674
Sweden,1890,-4,2735
Sweden,1891,-4,2885
Sweden,1892,-4,2847
Sweden,1893,-4,2917
Sweden,1894,-4,2931
Sweden,1895,-4,3074
Sweden,1896,-4,3154
Sweden,1897,-4,3278
Sweden,1898,-4,3391
Sweden,1899,-4,3475
Sweden,1900,-4,3489
Sweden,1901,-4,3580
Sweden,1902,-4,3534
Sweden,1903,-4,3720
Sweden,1904,-4,3784
Sweden,1905,-4,3730
Sweden,1906,-4,4029
Sweden,1907,-3,4298
Sweden,1908,-2,4166
Sweden,1909,0,4189
Sweden,1910,1,4266
Sweden,1911,2,4377
Sweden,1912,4,4547
Sweden,1913,5,4836
Sweden,1914,6,4943
Sweden,1915,8,5120
Sweden,1916,9,5410
Sweden,1917,10,5086
Sweden,1918,10,4705
Sweden,1919,10,4781
Sweden,1920,10,5090
Sweden,1921,10,4838
Sweden,1922,10,5195
Sweden,1923,10,5372
Sweden,1924,10,5749
Sweden,1925,10,5891
Sweden,1926,10,6190
Sweden,1927,10,6403
Sweden,1928,10,6598
Sweden,1929,10,7003
Sweden,1930,10,7317
Sweden,1931,10,7142
Sweden,1932,10,6875
Sweden,1933,10,7000
Sweden,1934,10,7465
Sweden,1935,10,7821
Sweden,1936,10,8092
Sweden,1937,10,8305
Sweden,1938,10,8573
Sweden,1939,10,9199
Sweden,1940,10,8517
Sweden,1941,10,8278
Sweden,1942,10,8340
Sweden,1943,10,8598
Sweden,1944,10,8840
Sweden,1945,10,9088
Sweden,1946,10,9985
Sweden,1947,10,10787
Sweden,1948,10,10925
Sweden,1949,10,11278
Sweden,1950,10,11977
Sweden,1951,10,11890
Sweden,1952,10,12133
Sweden,1953,10,12221
Sweden,1954,10,12896
Sweden,1955,10,13177
Sweden,1956,10,13642
Sweden,1957,10,13956
Sweden,1958,10,14031
Sweden,1959,10,14598
Sweden,1960,10,15097
Sweden,1961,10,15998
Sweden,1962,10,16607
Sweden,1963,10,17228
Sweden,1964,10,18434
Sweden,1965,10,19142
Sweden,1966,10,19222
Sweden,1967,10,19709
Sweden,1968,10,20401
Sweden,1969,10,21168
Sweden,1970,10,22054
Sweden,1971,10,22277
Sweden,1972,10,22308
Sweden,1973,10,23232
Sweden,1974,10,25048
Sweden,1975,10,25353
Sweden,1976,10,25378
Sweden,1977,10,24567
Sweden,1978,10,24784
Sweden,1979,10,25827
Sweden,1980,10,26010
Sweden,1981,10,25869
Sweden,1982,10,26431
Sweden,1983,10,26808
Sweden,1984,10,27890
Sweden,1985,10,28202
Sweden,1986,10,29138
Sweden,1987,10,29889
Sweden,1988,10,30596
Sweden,1989,10,31161
Sweden,1990,10,30901
Sweden,1991,10,30340
Sweden,1992,10,29813
Sweden,1993,10,29028
Sweden,1994,10,30000
Sweden,1995,10,31044
Sweden,1996,10,31465
Sweden,1997,10,32360
Sweden,1998,10,33709
Sweden,1999,10,35208
Sweden,2000,10,36816
Sweden,2001,10,37292
Sweden,2002,10,37941
Sweden,2003,10,38702
Sweden,2004,10,40216
Sweden,2005,10,41184
Sweden,2006,10,42873
Sweden,2007,10,44005
Sweden,2008,10,43421
Sweden,2009,10,40820
Sweden,2010,10,42898
Sweden,2011,10,43709
Turkey,1800,-10,1221
Turkey,1801,-10,1221
Turkey,1802,-10,1222
Turkey,1803,-10,1222
Turkey,1804,-10,1222
Turkey,1805,-10,1222
Turkey,1806,-10,1222
Turkey,1807,-10,1222
Turkey,1808,-10,1223
Turkey,1809,-10,1223
Turkey,1810,-10,1223
Turkey,1811,-10,1223
Turkey,1812,-10,1223
Turkey,1813,-10,1224
Turkey,1814,-10,1224
Turkey,1815,-10,1224
Turkey,1816,-10,1224
Turkey,1817,-10,1224
Turkey,1818,-10,1224
Turkey,1819,-10,1225
Turkey,1820,-10,1225
Turkey,1821,-10,1231
Turkey,1822,-10,1238
Turkey,1823,-10,1244
Turkey,1824,-10,1251
Turkey,1825,-10,1258
Turkey,1826,-10,1264
Turkey,1827,-10,1271
Turkey,1828,-10,1278
Turkey,1829,-10,1285
Turkey,1830,-10,1292
Turkey,1831,-10,1298
Turkey,1832,-10,1305
Turkey,1833,-10,1312
Turkey,1834,-10,1319
Turkey,1835,-10,1326
Turkey,1836,-10,1333
Turkey,1837,-10,1340
Turkey,1838,-10,1348
Turkey,1839,-10,1355
Turkey,1840,-10,1362
Turkey,1841,-10,1369
Turkey,1842,-10,1376
Turkey,1843,-10,1384
Turkey,1844,-10,1391
Turkey,1845,-10,1399
Turkey,1846,-10,1406
Turkey,1847,-10,1413
Turkey,1848,-10,1421
Turkey,1849,-10,1429
Turkey,1850,-10,1436
Turkey,1851,-10,1444
Turkey,1852,-10,1451
Turkey,1853,-10,1459
Turkey,1854,-10,1467
Turkey,1855,-10,1475
Turkey,1856,-10,1483
Turkey,1857,-10,1490
Turkey,1858,-10,1498
Turkey,1859,-10,1506
Turkey,1860,-10,1514
Turkey,1861,-10,1522
Turkey,1862,-10,1531
Turkey,1863,-10,1539
Turkey,1864,-10,1547
Turkey,1865,-10,1555
Turkey,1866,-10,1563
Turkey,1867,-10,1572
Turkey,1868,-10,1580
Turkey,1869,-10,1588
Turkey,1870,-10,1597
Turkey,1871,-10,1608
Turkey,1872,-10,1619
Turkey,1873,-10,1605
Turkey,1874,-10,1590
Turkey,1875,-10,1576
Turkey,1876,-4,1562
Turkey,1877,-10,1548
Turkey,1878,-10,1534
Turkey,1879,-10,1520
Turkey,1880,-10,1535
Turkey,1881,-10,1601
Turkey,1882,-10,1669
Turkey,1883,-10,1741
Turkey,1884,-10,1754
Turkey,1885,-10,1768
Turkey,1886,-10,1782
Turkey,1887,-10,1795
Turkey,1888,-10,1809
Turkey,1889,-10,1823
Turkey,1890,-10,1838
Turkey,1891,-10,1852
Turkey,1892,-10,1866
Turkey,1893,-10,1881
Turkey,1894,-10,1895
Turkey,1895,-10,1910
Turkey,1896,-10,1925
Turkey,1897,-10,1939
Turkey,1898,-10,1954
Turkey,1899,-10,1970
Turkey,1900,-10,1985
Turkey,1901,-10,2000
Turkey,1902,-10,2016
Turkey,1903,-10,2031
Turkey,1904,-10,2047
Turkey,1905,-10,2063
Turkey,1906,-10,2079
Turkey,1907,-10,2095
Turkey,1908,-4,2111
Turkey,1909,-1,2128
Turkey,1910,-1,2144
Turkey,1911,-1,2162
Turkey,1912,-1,2181
Turkey,1913,-1,2200
Turkey,1914,-1,2088
Turkey,1915,-1,1981
Turkey,1916,-1,1880
Turkey,1917,-1,1784
Turkey,1918,-1,1694
Turkey,1919,-1,1607
Turkey,1920,-1,1525
Turkey,1921,-1,1449
Turkey,1922,0,1377
Turkey,1923,-6,1308
Turkey,1924,-6,1557
Turkey,1925,-6,1725
Turkey,1926,-6,1993
Turkey,1927,-6,1803
Turkey,1928,-6,1970
Turkey,1929,-6,2252
Turkey,1930,-6,2323
Turkey,1931,-6,2426
Turkey,1932,-6,2247
Turkey,1933,-6,2507
Turkey,1934,-7,2529
Turkey,1935,-7,2544
Turkey,1936,-7,2981
Turkey,1937,-7,3031
Turkey,1938,-7,3246
Turkey,1939,-7,3420
Turkey,1940,-7,3163
Turkey,1941,-7,2851
Turkey,1942,-7,2947
Turkey,1943,-7,2651
Turkey,1944,-7,2514
Turkey,1945,-7,2154
Turkey,1946,7,2722
Turkey,1947,7,2812
Turkey,1948,7,3123
Turkey,1949,7,2901
Turkey,1950,7,3103
Turkey,1951,7,3701
Turkey,1952,7,3963
