"","country","year","demo_score"
"2339","Burkina Faso","1962",-7
"2340","Burkina Faso","1963",-7
"2341","Burkina Faso","1964",-7
"2342","Burkina Faso","1965",-7
"2343","Burkina Faso","1966",-7
"2344","Burkina Faso","1967",-7
"2345","Burkina Faso","1968",-7
"2346","Burkina Faso","1969",-6
"2347","Burkina Faso","1970",-4
"2348","Burkina Faso","1971",-4
"2349","Burkina Faso","1972",-4
"2350","Burkina Faso","1973",-4
"2351","Burkina Faso","1974",-4
"2352","Burkina Faso","1975",-4
"2353","Burkina Faso","1976",-4
"2354","Burkina Faso","1977",1
"2355","Burkina Faso","1978",5
"2356","Burkina Faso","1979",5
"2357","Burkina Faso","1980",-7
"2358","Burkina Faso","1981",-7
"2359","Burkina Faso","1982",-7
"2360","Burkina Faso","1983",-7
"2361","Burkina Faso","1984",-7
"2362","Burkina Faso","1985",-7
"2363","Burkina Faso","1986",-7
"2364","Burkina Faso","1987",-7
"2365","Burkina Faso","1988",-7
"2366","Burkina Faso","1989",-7
"2367","Burkina Faso","1990",-7
"2368","Burkina Faso","1991",-5
"2369","Burkina Faso","1992",-5
"2370","Burkina Faso","1993",-5
"2371","Burkina Faso","1994",-5
"2372","Burkina Faso","1995",-5
"2373","Burkina Faso","1996",-5
"2374","Burkina Faso","1997",-4
"2375","Burkina Faso","1998",-4
"2376","Burkina Faso","1999",-4
"2377","Burkina Faso","2000",-3
"2378","Burkina Faso","2001",0
"2379","Burkina Faso","2002",0
"2380","Burkina Faso","2003",0
"2381","Burkina Faso","2004",0
"2382","Burkina Faso","2005",0
"2383","Burkina Faso","2006",0
"2384","Burkina Faso","2007",0
"2385","Burkina Faso","2008",0
"2386","Burkina Faso","2009",0
"2387","Burkina Faso","2010",0
"2388","Burkina Faso","2011",0
"2389","Burundi","1962",0
"2390","Burundi","1963",-3
"2391","Burundi","1964",-3
"2392","Burundi","1965",-5
"2393","Burundi","1966",-7
"2394","Burundi","1967",-7
"2395","Burundi","1968",-7
"2396","Burundi","1969",-7
"2397","Burundi","1970",-7
"2398","Burundi","1971",-7
"2399","Burundi","1972",-7
"2400","Burundi","1973",-7
"2401","Burundi","1974",-7
"2402","Burundi","1975",-7
"2403","Burundi","1976",-7
"2404","Burundi","1977",-7
"2405","Burundi","1978",-7
"2406","Burundi","1979",-7
"2407","Burundi","1980",-7
"2408","Burundi","1981",-7
"2409","Burundi","1982",-7
"2410","Burundi","1983",-7
"2411","Burundi","1984",-7
"2412","Burundi","1985",-7
"2413","Burundi","1986",-7
"2414","Burundi","1987",-7
"2415","Burundi","1988",-7
"2416","Burundi","1989",-7
"2417","Burundi","1990",-7
"2418","Burundi","1991",-7
"2419","Burundi","1992",-3
"2420","Burundi","1993",0
"2421","Burundi","1994",0
"2422","Burundi","1995",0
"2423","Burundi","1996",-5
"2424","Burundi","1997",-5
"2425","Burundi","1998",-1
"2426","Burundi","1999",-1
"2427","Burundi","2000",-1
"2428","Burundi","2001",0
"2429","Burundi","2002",2
"2430","Burundi","2003",3
"2431","Burundi","2004",5
"2432","Burundi","2005",6
"2433","Burundi","2006",6
"2434","Burundi","2007",6
"2435","Burundi","2008",6
"2436","Burundi","2009",6
"2437","Burundi","2010",6
"2438","Burundi","2011",6
"2439","Cambodia","1953",-3
"2440","Cambodia","1954",-6
"2441","Cambodia","1955",-9
"2442","Cambodia","1956",-9
"2443","Cambodia","1957",-9
"2444","Cambodia","1958",-9
"2445","Cambodia","1959",-9
"2446","Cambodia","1960",-9
"2447","Cambodia","1961",-9
"2448","Cambodia","1962",-9
"2449","Cambodia","1963",-9
"2450","Cambodia","1964",-9
"2451","Cambodia","1965",-9
"2452","Cambodia","1966",-9
"2453","Cambodia","1967",-9
"2454","Cambodia","1968",-9
"2455","Cambodia","1969",-9
"2456","Cambodia","1970",-7
"2457","Cambodia","1971",-6
"2458","Cambodia","1972",-5
"2459","Cambodia","1973",-5
"2460","Cambodia","1974",-5
"2461","Cambodia","1975",0
"2462","Cambodia","1976",-7
"2463","Cambodia","1977",-7
"2464","Cambodia","1978",-7
"2465","Cambodia","1979",-6
"2466","Cambodia","1980",-6
"2467","Cambodia","1981",-5
"2468","Cambodia","1982",-4
"2469","Cambodia","1983",-4
"2470","Cambodia","1984",-3
"2471","Cambodia","1985",-2
"2472","Cambodia","1986",-1
"2473","Cambodia","1987",-1
"2474","Cambodia","1988",0
"2475","Cambodia","1989",0
"2476","Cambodia","1990",1
"2477","Cambodia","1991",1
"2478","Cambodia","1992",1
"2479","Cambodia","1993",1
"2480","Cambodia","1994",1
"2481","Cambodia","1995",1
"2482","Cambodia","1996",1
"2483","Cambodia","1997",-7
"2484","Cambodia","1998",2
"2485","Cambodia","1999",2
"2486","Cambodia","2000",2
"2487","Cambodia","2001",2
"2488","Cambodia","2002",2
"2489","Cambodia","2003",2
"2490","Cambodia","2004",2
"2491","Cambodia","2005",2
"2492","Cambodia","2006",2
"2493","Cambodia","2007",2
"2494","Cambodia","2008",2
"2495","Cambodia","2009",2
"2496","Cambodia","2010",2
"2497","Cambodia","2011",2
"2498","Cameroon","1960",-6
"2499","Cameroon","1961",-6
"2500","Cameroon","1962",-6
"2501","Cameroon","1963",-6
"2502","Cameroon","1964",-6
"2503","Cameroon","1965",-6
"2504","Cameroon","1966",-7
"2505","Cameroon","1967",-7
"2506","Cameroon","1968",-7
"2507","Cameroon","1969",-7
"2508","Cameroon","1970",-7
"2509","Cameroon","1971",-7
"2510","Cameroon","1972",-8
"2511","Cameroon","1973",-8
"2512","Cameroon","1974",-8
"2513","Cameroon","1975",-8
"2514","Cameroon","1976",-8
"2515","Cameroon","1977",-8
"2516","Cameroon","1978",-8
"2517","Cameroon","1979",-8
"2518","Cameroon","1980",-8
"2519","Cameroon","1981",-8
"2520","Cameroon","1982",-7
"2521","Cameroon","1983",-8
"2522","Cameroon","1984",-8
"2523","Cameroon","1985",-8
"2524","Cameroon","1986",-8
"2525","Cameroon","1987",-8
"2526","Cameroon","1988",-8
"2527","Cameroon","1989",-8
"2528","Cameroon","1990",-8
"2529","Cameroon","1991",-8
"2530","Cameroon","1992",-4
"2531","Cameroon","1993",-4
"2532","Cameroon","1994",-4
"2533","Cameroon","1995",-4
"2534","Cameroon","1996",-4
"2535","Cameroon","1997",-4
"2536","Cameroon","1998",-4
"2537","Cameroon","1999",-4
"2538","Cameroon","2000",-4
"2539","Cameroon","2001",-4
"2540","Cameroon","2002",-4
"2541","Cameroon","2003",-4
"2542","Cameroon","2004",-4
"2543","Cameroon","2005",-4
"2544","Cameroon","2006",-4
"2545","Cameroon","2007",-4
"2546","Cameroon","2008",-4
"2547","Cameroon","2009",-4
"2548","Cameroon","2010",-4
"2549","Cameroon","2011",-4
"2550","Canada","1867",4
"2551","Canada","1868",4
"2552","Canada","1869",4
"2553","Canada","1870",4
"2554","Canada","1871",4
"2555","Canada","1872",4
"2556","Canada","1873",4
"2557","Canada","1874",4
"2558","Canada","1875",4
"2559","Canada","1876",4
"2560","Canada","1877",4
"2561","Canada","1878",4
"2562","Canada","1879",4
"2563","Canada","1880",4
"2564","Canada","1881",4
"2565","Canada","1882",4
"2566","Canada","1883",4
"2567","Canada","1884",4
"2568","Canada","1885",4
"2569","Canada","1886",4
"2570","Canada","1887",4
"2571","Canada","1888",9
"2572","Canada","1889",9
"2573","Canada","1890",9
"2574","Canada","1891",9
"2575","Canada","1892",9
"2576","Canada","1893",9
"2577","Canada","1894",9
"2578","Canada","1895",9
"2579","Canada","1896",9
"2580","Canada","1897",9
"2581","Canada","1898",9
"2582","Canada","1899",9
"2583","Canada","1900",9
"2584","Canada","1901",9
"2585","Canada","1902",9
"2586","Canada","1903",9
"2587","Canada","1904",9
"2588","Canada","1905",9
"2589","Canada","1906",9
"2590","Canada","1907",9
"2591","Canada","1908",9
"2592","Canada","1909",9
"2593","Canada","1910",9
"2594","Canada","1911",9
"2595","Canada","1912",9
"2596","Canada","1913",9
"2597","Canada","1914",9
"2598","Canada","1915",9
"2599","Canada","1916",9
"2600","Canada","1917",9
"2601","Canada","1918",9
"2602","Canada","1919",9
"2603","Canada","1920",9
"2604","Canada","1921",10
"2605","Canada","1922",10
"2606","Canada","1923",10
"2607","Canada","1924",10
"2608","Canada","1925",10
"2609","Canada","1926",10
"2610","Canada","1927",10
"2611","Canada","1928",10
"2612","Canada","1929",10
"2613","Canada","1930",10
"2614","Canada","1931",10
"2615","Canada","1932",10
"2616","Canada","1933",10
"2617","Canada","1934",10
"2618","Canada","1935",10
"2619","Canada","1936",10
"2620","Canada","1937",10
"2621","Canada","1938",10
"2622","Canada","1939",10
"2623","Canada","1940",10
"2624","Canada","1941",10
"2625","Canada","1942",10
"2626","Canada","1943",10
"2627","Canada","1944",10
"2628","Canada","1945",10
"2629","Canada","1946",10
"2630","Canada","1947",10
"2631","Canada","1948",10
"2632","Canada","1949",10
"2633","Canada","1950",10
"2634","Canada","1951",10
"2635","Canada","1952",10
"2636","Canada","1953",10
"2637","Canada","1954",10
"2638","Canada","1955",10
"2639","Canada","1956",10
"2640","Canada","1957",10
"2641","Canada","1958",10
"2642","Canada","1959",10
"2643","Canada","1960",10
"2644","Canada","1961",10
"2645","Canada","1962",10
"2646","Canada","1963",10
"2647","Canada","1964",10
"2648","Canada","1965",10
"2649","Canada","1966",10
"2650","Canada","1967",10
"2651","Canada","1968",10
"2652","Canada","1969",10
"2653","Canada","1970",10
"2654","Canada","1971",10
"2655","Canada","1972",10
"2656","Canada","1973",10
"2657","Canada","1974",10
"2658","Canada","1975",10
"2659","Canada","1976",10
"2660","Canada","1977",10
"2661","Canada","1978",10
"2662","Canada","1979",10
"2663","Canada","1980",10
"2664","Canada","1981",10
"2665","Canada","1982",10
"2666","Canada","1983",10
"2667","Canada","1984",10
"2668","Canada","1985",10
"2669","Canada","1986",10
"2670","Canada","1987",10
"2671","Canada","1988",10
"2672","Canada","1989",10
"2673","Canada","1990",10
"2674","Canada","1991",10
"2675","Canada","1992",10
"2676","Canada","1993",10
"2677","Canada","1994",10
"2678","Canada","1995",10
"2679","Canada","1996",10
"2680","Canada","1997",10
"2681","Canada","1998",10
"2682","Canada","1999",10
"2683","Canada","2000",10
"2684","Canada","2001",10
"2685","Canada","2002",10
"2686","Canada","2003",10
"2687","Canada","2004",10
"2688","Canada","2005",10
"2689","Canada","2006",10
"2690","Canada","2007",10
"2691","Canada","2008",10
"2692","Canada","2009",10
"2693","Canada","2010",10
"2694","Canada","2011",10
"2695","Cape Verde","1975",-4
"2696","Cape Verde","1976",-4
"2697","Cape Verde","1977",-4
"2698","Cape Verde","1978",-4
"2699","Cape Verde","1979",-4
"2700","Cape Verde","1980",-4
"2701","Cape Verde","1981",-4
"2702","Cape Verde","1982",-4
"2703","Cape Verde","1983",-4
"2704","Cape Verde","1984",-4
"2705","Cape Verde","1985",-3
"2706","Cape Verde","1986",-3
"2707","Cape Verde","1987",-3
"2708","Cape Verde","1988",-3
"2709","Cape Verde","1989",-3
"2710","Cape Verde","1990",-2
"2711","Cape Verde","1991",8
"2712","Cape Verde","1992",8
"2713","Cape Verde","1993",8
"2714","Cape Verde","1994",8
"2715","Cape Verde","1995",8
"2716","Cape Verde","1996",8
"2717","Cape Verde","1997",8
"2718","Cape Verde","1998",8
"2719","Cape Verde","1999",8
"2720","Cape Verde","2000",8
"2721","Cape Verde","2001",10
"2722","Cape Verde","2002",10
"2723","Cape Verde","2003",10
"2724","Cape Verde","2004",10
"2725","Cape Verde","2005",10
"2726","Cape Verde","2006",10
"2727","Cape Verde","2007",10
"2728","Cape Verde","2008",10
"2729","Cape Verde","2009",10
"2730","Cape Verde","2010",10
"2731","Cape Verde","2011",10
"2732","Central African Rep.","1960",-7
"2733","Central African Rep.","1961",-7
"2734","Central African Rep.","1962",-7
"2735","Central African Rep.","1963",-7
"2736","Central African Rep.","1964",-7
"2737","Central African Rep.","1965",-7
"2738","Central African Rep.","1966",-7
"2739","Central African Rep.","1967",-7
"2740","Central African Rep.","1968",-7
"2741","Central African Rep.","1969",-7
"2742","Central African Rep.","1970",-7
"2743","Central African Rep.","1971",-7
"2744","Central African Rep.","1972",-7
"2745","Central African Rep.","1973",-7
"2746","Central African Rep.","1974",-7
"2747","Central African Rep.","1975",-7
"2748","Central African Rep.","1976",-7
"2749","Central African Rep.","1977",-7
"2750","Central African Rep.","1978",-7
"2751","Central African Rep.","1979",-7
"2752","Central African Rep.","1980",-7
"2753","Central African Rep.","1981",-7
"2754","Central African Rep.","1982",-7
"2755","Central African Rep.","1983",-7
"2756","Central African Rep.","1984",-7
"2757","Central African Rep.","1985",-7
"2758","Central African Rep.","1986",-7
"2759","Central African Rep.","1987",-7
"2760","Central African Rep.","1988",-7
"2761","Central African Rep.","1989",-7
"2762","Central African Rep.","1990",-7
"2763","Central African Rep.","1991",-6
"2764","Central African Rep.","1992",-6
"2765","Central African Rep.","1993",5
"2766","Central African Rep.","1994",5
"2767","Central African Rep.","1995",5
"2768","Central African Rep.","1996",5
"2769","Central African Rep.","1997",5
"2770","Central African Rep.","1998",5
"2771","Central African Rep.","1999",5
"2772","Central African Rep.","2000",5
"2773","Central African Rep.","2001",5
"2774","Central African Rep.","2002",5
"2775","Central African Rep.","2003",-1
"2776","Central African Rep.","2004",-1
"2777","Central African Rep.","2005",-1
"2778","Central African Rep.","2006",-1
"2779","Central African Rep.","2007",-1
"2780","Central African Rep.","2008",-1
"2781","Central African Rep.","2009",-1
"2782","Central African Rep.","2010",-1
"2783","Central African Rep.","2011",-1
"2784","Chad","1960",-9
"2785","Chad","1961",-9
"2786","Chad","1962",-9
"2787","Chad","1963",-9
"2788","Chad","1964",-9
"2789","Chad","1965",-9
"2790","Chad","1966",-9
"2791","Chad","1967",-9
"2792","Chad","1968",-9
"2793","Chad","1969",-9
"2794","Chad","1970",-9
"2795","Chad","1971",-9
"2796","Chad","1972",-9
"2797","Chad","1973",-9
"2798","Chad","1974",-9
"2799","Chad","1975",-7
"2800","Chad","1976",-7
"2801","Chad","1977",-7
"2802","Chad","1978",-3
"2803","Chad","1979",0
"2804","Chad","1980",0
"2805","Chad","1981",0
"2806","Chad","1982",0
"2807","Chad","1983",0
"2808","Chad","1984",-4
"2809","Chad","1985",-7
"2810","Chad","1986",-7
"2811","Chad","1987",-7
"2812","Chad","1988",-7
"2813","Chad","1989",-7
"2814","Chad","1990",-7
"2815","Chad","1991",-5
"2816","Chad","1992",-4
"2817","Chad","1993",-4
"2818","Chad","1994",-4
"2819","Chad","1995",-4
"2820","Chad","1996",-2
"2821","Chad","1997",-2
"2822","Chad","1998",-2
"2823","Chad","1999",-2
"2824","Chad","2000",-2
"2825","Chad","2001",-2
"2826","Chad","2002",-2
"2827","Chad","2003",-2
"2828","Chad","2004",-2
"2829","Chad","2005",-2
"2830","Chad","2006",-2
"2831","Chad","2007",-2
"2832","Chad","2008",-2
"2833","Chad","2009",-2
"2834","Chad","2010",-2
"2835","Chad","2011",-2
"2836","Chile","1818",-5
"2837","Chile","1819",-5
"2838","Chile","1820",-5
"2839","Chile","1821",-5
"2840","Chile","1822",-5
"2841","Chile","1823",-5
"2842","Chile","1824",-5
"2843","Chile","1825",-5
"2844","Chile","1826",-5
"2845","Chile","1827",-5
"2846","Chile","1828",-5
"2847","Chile","1829",-5
"2848","Chile","1830",-5
"2849","Chile","1831",-5
"2850","Chile","1832",-5
"2851","Chile","1833",-5
"2852","Chile","1834",-5
"2853","Chile","1835",-5
"2854","Chile","1836",-5
"2855","Chile","1837",-5
"2856","Chile","1838",-5
"2857","Chile","1839",-5
"2858","Chile","1840",-5
"2859","Chile","1841",-5
"2860","Chile","1842",-5
"2861","Chile","1843",-5
"2862","Chile","1844",-5
"2863","Chile","1845",-5
"2864","Chile","1846",-5
"2865","Chile","1847",-5
"2866","Chile","1848",-5
"2867","Chile","1849",-5
"2868","Chile","1850",-5
"2869","Chile","1851",0
"2870","Chile","1852",0
"2871","Chile","1853",0
"2872","Chile","1854",0
"2873","Chile","1855",0
"2874","Chile","1856",0
"2875","Chile","1857",0
"2876","Chile","1858",0
"2877","Chile","1859",0
"2878","Chile","1860",0
"2879","Chile","1861",0
"2880","Chile","1862",0
"2881","Chile","1863",0
"2882","Chile","1864",0
"2883","Chile","1865",0
"2884","Chile","1866",0
"2885","Chile","1867",0
"2886","Chile","1868",0
"2887","Chile","1869",0
"2888","Chile","1870",0
"2889","Chile","1871",0
"2890","Chile","1872",0
"2891","Chile","1873",0
"2892","Chile","1874",3
"2893","Chile","1875",3
"2894","Chile","1876",3
"2895","Chile","1877",3
"2896","Chile","1878",3
"2897","Chile","1879",3
"2898","Chile","1880",3
"2899","Chile","1881",3
"2900","Chile","1882",3
"2901","Chile","1883",3
"2902","Chile","1884",3
"2903","Chile","1885",3
"2904","Chile","1886",3
"2905","Chile","1887",3
"2906","Chile","1888",5
"2907","Chile","1889",5
"2908","Chile","1890",5
"2909","Chile","1891",3
"2910","Chile","1892",3
"2911","Chile","1893",3
"2912","Chile","1894",3
"2913","Chile","1895",3
"2914","Chile","1896",3
"2915","Chile","1897",3
"2916","Chile","1898",3
"2917","Chile","1899",3
"2918","Chile","1900",3
"2919","Chile","1901",3
"2920","Chile","1902",3
"2921","Chile","1903",3
"2922","Chile","1904",3
"2923","Chile","1905",3
"2924","Chile","1906",3
"2925","Chile","1907",3
"2926","Chile","1908",3
"2927","Chile","1909",3
"2928","Chile","1910",3
"2929","Chile","1911",3
"2930","Chile","1912",3
"2931","Chile","1913",3
"2932","Chile","1914",3
"2933","Chile","1915",3
"2934","Chile","1916",3
"2935","Chile","1917",3
"2936","Chile","1918",3
"2937","Chile","1919",3
"2938","Chile","1920",3
"2939","Chile","1921",3
"2940","Chile","1922",3
"2941","Chile","1923",3
"2942","Chile","1924",0
"2943","Chile","1925",-2
"2944","Chile","1926",-2
"2945","Chile","1927",-2
"2946","Chile","1928",-2
"2947","Chile","1929",-2
"2948","Chile","1930",-2
"2949","Chile","1931",-2
"2950","Chile","1932",-2
"2951","Chile","1933",-2
"2952","Chile","1934",-2
"2953","Chile","1935",2
"2954","Chile","1936",2
"2955","Chile","1937",2
"2956","Chile","1938",2
"2957","Chile","1939",2
"2958","Chile","1940",2
"2959","Chile","1941",2
"2960","Chile","1942",2
"2961","Chile","1943",2
"2962","Chile","1944",2
"2963","Chile","1945",2
"2964","Chile","1946",2
"2965","Chile","1947",2
"2966","Chile","1948",2
"2967","Chile","1949",2
"2968","Chile","1950",2
"2969","Chile","1951",2
"2970","Chile","1952",2
"2971","Chile","1953",2
"2972","Chile","1954",2
"2973","Chile","1955",5
"2974","Chile","1956",5
"2975","Chile","1957",5
"2976","Chile","1958",5
"2977","Chile","1959",5
"2978","Chile","1960",5
"2979","Chile","1961",5
"2980","Chile","1962",5
"2981","Chile","1963",5
"2982","Chile","1964",6
"2983","Chile","1965",6
"2984","Chile","1966",6
"2985","Chile","1967",6
"2986","Chile","1968",6
"2987","Chile","1969",6
"2988","Chile","1970",6
"2989","Chile","1971",6
"2990","Chile","1972",6
"2991","Chile","1973",-7
"2992","Chile","1974",-7
"2993","Chile","1975",-7
"2994","Chile","1976",-7
"2995","Chile","1977",-7
"2996","Chile","1978",-7
"2997","Chile","1979",-7
"2998","Chile","1980",-7
"2999","Chile","1981",-7
"3000","Chile","1982",-7
"3001","Chile","1983",-6
"3002","Chile","1984",-6
"3003","Chile","1985",-6
"3004","Chile","1986",-6
"3005","Chile","1987",-6
"3006","Chile","1988",-1
"3007","Chile","1989",8
"3008","Chile","1990",8
"3009","Chile","1991",8
"3010","Chile","1992",8
"3011","Chile","1993",8
"3012","Chile","1994",8
"3013","Chile","1995",8
"3014","Chile","1996",8
"3015","Chile","1997",8
"3016","Chile","1998",8
"3017","Chile","1999",8
"3018","Chile","2000",9
"3019","Chile","2001",9
"3020","Chile","2002",9
"3021","Chile","2003",9
"3022","Chile","2004",9
"3023","Chile","2005",9
"3024","Chile","2006",10
"3025","Chile","2007",10
"3026","Chile","2008",10
"3027","Chile","2009",10
"3028","Chile","2010",10
"3029","Chile","2011",10
"3030","China","1800",-6
"3031","China","1801",-6
"3032","China","1802",-6
"3033","China","1803",-6
"3034","China","1804",-6
"3035","China","1805",-6
"3036","China","1806",-6
"3037","China","1807",-6
"3038","China","1808",-6
"3039","China","1809",-6
"3040","China","1810",-6
"3041","China","1811",-6
"3042","China","1812",-6
"3043","China","1813",-6
"3044","China","1814",-6
"3045","China","1815",-6
"3046","China","1816",-6
"3047","China","1817",-6
"3048","China","1818",-6
"3049","China","1819",-6
"3050","China","1820",-6
"3051","China","1821",-6
"3052","China","1822",-6
"3053","China","1823",-6
"3054","China","1824",-6
"3055","China","1825",-6
"3056","China","1826",-6
"3057","China","1827",-6
"3058","China","1828",-6
"3059","China","1829",-6
"3060","China","1830",-6
"3061","China","1831",-6
"3062","China","1832",-6
"3063","China","1833",-6
"3064","China","1834",-6
"3065","China","1835",-6
"3066","China","1836",-6
"3067","China","1837",-6
"3068","China","1838",-6
"3069","China","1839",-6
"3070","China","1840",-6
"3071","China","1841",-6
"3072","China","1842",-6
"3073","China","1843",-6
"3074","China","1844",-6
"3075","China","1845",-6
"3076","China","1846",-6
"3077","China","1847",-6
"3078","China","1848",-6
"3079","China","1849",-6
"3080","China","1850",-6
"3081","China","1851",-6
"3082","China","1852",-6
"3083","China","1853",-6
"3084","China","1854",-6
"3085","China","1855",-6
"3086","China","1856",-6
"3087","China","1857",-6
"3088","China","1858",-6
"3089","China","1859",-6
"3090","China","1860",-6
"3091","China","1861",-6
"3092","China","1862",-6
"3093","China","1863",-6
"3094","China","1864",-6
"3095","China","1865",-6
"3096","China","1866",-6
"3097","China","1867",-6
"3098","China","1868",-6
"3099","China","1869",-6
"3100","China","1870",-6
"3101","China","1871",-6
"3102","China","1872",-6
"3103","China","1873",-6
"3104","China","1874",-6
"3105","China","1875",-6
"3106","China","1876",-6
"3107","China","1877",-6
"3108","China","1878",-6
"3109","China","1879",-6
"3110","China","1880",-6
"3111","China","1881",-6
"3112","China","1882",-6
"3113","China","1883",-6
"3114","China","1884",-6
"3115","China","1885",-6
"3116","China","1886",-6
"3117","China","1887",-6
"3118","China","1888",-6
"3119","China","1889",-6
"3120","China","1890",-6
"3121","China","1891",-6
"3122","China","1892",-6
"3123","China","1893",-6
"3124","China","1894",-6
"3125","China","1895",-6
"3126","China","1896",-6
"3127","China","1897",-6
"3128","China","1898",-6
"3129","China","1899",-6
"3130","China","1900",-6
"3131","China","1901",-6
"3132","China","1902",-6
"3133","China","1903",-6
"3134","China","1904",-6
"3135","China","1905",-6
"3136","China","1906",-6
"3137","China","1907",-6
"3138","China","1908",-6
"3139","China","1909",-6
"3140","China","1910",-6
"3141","China","1911",-2
"3142","China","1912",2
"3143","China","1913",-2
"3144","China","1914",-5
"3145","China","1915",-5
"3146","China","1916",-5
"3147","China","1917",-5
"3148","China","1918",-5
"3149","China","1919",-5
"3150","China","1920",-5
"3151","China","1921",-5
"3152","China","1922",-5
"3153","China","1923",-5
"3154","China","1924",-5
"3155","China","1925",-5
"3156","China","1926",-5
"3157","China","1927",-5
"3158","China","1928",-5
"3159","China","1929",-5
"3160","China","1930",-5
"3161","China","1931",-5
"3162","China","1932",-5
"3163","China","1933",-5
"3164","China","1934",-5
"3165","China","1935",-5
"3166","China","1936",-5
"3167","China","1937",-10
"3168","China","1938",-10
"3169","China","1939",-10
"3170","China","1940",-10
"3171","China","1941",-10
"3172","China","1942",-10
"3173","China","1943",-10
"3174","China","1944",-10
"3175","China","1945",-10
"3176","China","1946",-5
"3177","China","1947",-5
"3178","China","1948",-5
"3179","China","1949",-8
"3180","China","1950",-8
"3181","China","1951",-8
"3182","China","1952",-8
"3183","China","1953",-8
"3184","China","1954",-8
"3185","China","1955",-8
"3186","China","1956",-8
"3187","China","1957",-8
"3188","China","1958",-8
"3189","China","1959",-8
"3190","China","1960",-8
"3191","China","1961",-8
"3192","China","1962",-8
"3193","China","1963",-8
"3194","China","1964",-8
"3195","China","1965",-8
"3196","China","1966",-9
"3197","China","1967",-9
"3198","China","1968",-9
"3199","China","1969",-8
"3200","China","1970",-8
"3201","China","1971",-8
"3202","China","1972",-8
"3203","China","1973",-8
"3204","China","1974",-8
"3205","China","1975",-8
"3206","China","1976",-7
"3207","China","1977",-7
"3208","China","1978",-7
"3209","China","1979",-7
"3210","China","1980",-7
"3211","China","1981",-7
"3212","China","1982",-7
"3213","China","1983",-7
"3214","China","1984",-7
"3215","China","1985",-7
"3216","China","1986",-7
"3217","China","1987",-7
"3218","China","1988",-7
"3219","China","1989",-7
"3220","China","1990",-7
"3221","China","1991",-7
"3222","China","1992",-7
"3223","China","1993",-7
"3224","China","1994",-7
"3225","China","1995",-7
"3226","China","1996",-7
"3227","China","1997",-7
"3228","China","1998",-7
"3229","China","1999",-7
"3230","China","2000",-7
"3231","China","2001",-7
"3232","China","2002",-7
"3233","China","2003",-7
"3234","China","2004",-7
"3235","China","2005",-7
"3236","China","2006",-7
"3237","China","2007",-7
"3238","China","2008",-7
"3239","China","2009",-7
"3240","China","2010",-7
"3241","China","2011",-7
"3242","Colombia","1832",2
"3243","Colombia","1833",2
"3244","Colombia","1834",2
"3245","Colombia","1835",2
"3246","Colombia","1836",2
"3247","Colombia","1837",2
"3248","Colombia","1838",2
"3249","Colombia","1839",2
"3250","Colombia","1840",2
"3251","Colombia","1841",2
"3252","Colombia","1842",2
"3253","Colombia","1843",2
"3254","Colombia","1844",2
"3255","Colombia","1845",2
"3256","Colombia","1846",2
"3257","Colombia","1847",2
"3258","Colombia","1848",2
"3259","Colombia","1849",2
"3260","Colombia","1850",2
"3261","Colombia","1851",2
"3262","Colombia","1852",2
"3263","Colombia","1853",2
"3264","Colombia","1854",2
"3265","Colombia","1855",2
"3266","Colombia","1856",2
"3267","Colombia","1857",2
"3268","Colombia","1858",2
"3269","Colombia","1859",2
"3270","Colombia","1860",0
"3271","Colombia","1861",-5
"3272","Colombia","1862",-5
"3273","Colombia","1863",-5
"3274","Colombia","1864",-5
"3275","Colombia","1865",-5
"3276","Colombia","1866",-5
"3277","Colombia","1867",8
"3278","Colombia","1868",8
"3279","Colombia","1869",8
"3280","Colombia","1870",8
"3281","Colombia","1871",8
"3282","Colombia","1872",8
"3283","Colombia","1873",8
"3284","Colombia","1874",8
"3285","Colombia","1875",8
"3286","Colombia","1876",8
"3287","Colombia","1877",8
"3288","Colombia","1878",8
"3289","Colombia","1879",8
"3290","Colombia","1880",8
"3291","Colombia","1881",8
"3292","Colombia","1882",8
"3293","Colombia","1883",8
"3294","Colombia","1884",8
"3295","Colombia","1885",8
"3296","Colombia","1886",-3
"3297","Colombia","1887",-3
"3298","Colombia","1888",-3
"3299","Colombia","1889",-3
"3300","Colombia","1890",-3
"3301","Colombia","1891",-3
"3302","Colombia","1892",-3
"3303","Colombia","1893",-3
"3304","Colombia","1894",-3
"3305","Colombia","1895",-3
"3306","Colombia","1896",-3
"3307","Colombia","1897",-3
"3308","Colombia","1898",-3
"3309","Colombia","1899",-3
"3310","Colombia","1900",0
"3311","Colombia","1901",0
"3312","Colombia","1902",0
"3313","Colombia","1903",0
"3314","Colombia","1904",-5
"3315","Colombia","1905",-5
"3316","Colombia","1906",-5
"3317","Colombia","1907",-5
"3318","Colombia","1908",-5
"3319","Colombia","1909",-5
"3320","Colombia","1910",-5
"3321","Colombia","1911",-5
"3322","Colombia","1912",-5
"3323","Colombia","1913",-5
"3324","Colombia","1914",-5
"3325","Colombia","1915",-5
"3326","Colombia","1916",-5
"3327","Colombia","1917",-5
"3328","Colombia","1918",-5
"3329","Colombia","1919",-5
"3330","Colombia","1920",-5
"3331","Colombia","1921",-5
"3332","Colombia","1922",-5
"3333","Colombia","1923",-5
"3334","Colombia","1924",-5
