"country","year","demo_score","gdp","life_expectancy"
"France",2000,9,"34774",79.1
"France",2001,9,"35197",79.2
"France",2002,9,"35333",79.4
"France",2003,9,"35371",79.6
"France",2004,9,"36090",80.2
"France",2005,9,"36395",80.4
"France",2006,9,"37001",80.7
"France",2007,9,"37641",81
"France",2008,9,"37505",81.1
"France",2009,9,"36215",81.2
"France",2010,9,"36745",81.4
"France",2011,9,"37328",81.6
"Germany",1868,-6,"2852",38.37
"Germany",1869,-5,"2851",38.37
"Germany",1870,-5,"2819",38.37
"Germany",1871,-4,"2785",38.37
"Germany",1872,-4,"2962",38.37
"Germany",1873,-4,"3065",38.37
"Germany",1874,-4,"3258",38.37
"Germany",1875,-4,"3241",38.37
"Germany",1876,-4,"3177",38.48
"Germany",1877,-4,"3119",38.58
"Germany",1878,-4,"3228",38.69
"Germany",1879,-4,"3114",38.8
"Germany",1880,-4,"3057",38.91
"Germany",1881,-4,"3110",39.01
"Germany",1882,-4,"3140",39.12
"Germany",1883,-4,"3292",39.23
"Germany",1884,-4,"3347",39.33
"Germany",1885,-4,"3405",39.44
"Germany",1886,-4,"3398",39.73
"Germany",1887,-4,"3497",40.03
"Germany",1888,-4,"3598",40.32
"Germany",1889,-4,"3658",40.62
"Germany",1890,1,"3733",40.91
"Germany",1891,1,"3685",41.2
"Germany",1892,1,"3798",41.5
"Germany",1893,1,"3946",41.79
"Germany",1894,1,"3996",42.09
"Germany",1895,1,"4133",42.38
"Germany",1896,1,"4216",42.69
"Germany",1897,1,"4271",42.99
"Germany",1898,1,"4384",43.3
"Germany",1899,1,"4473",43.61
"Germany",1900,1,"4596",43.92
"Germany",1901,1,"4422",44.22
"Germany",1902,1,"4457",44.53
"Germany",1903,1,"4634",44.84
"Germany",1904,1,"4751",45.14
"Germany",1905,1,"4783",45.45
"Germany",1906,1,"4858",46.04
"Germany",1907,1,"5002",46.63
"Germany",1908,1,"5017",47.23
"Germany",1909,2,"5049",47.82
"Germany",1910,2,"5162",48.41
"Germany",1911,2,"5277",49
"Germany",1912,2,"5477",49.59
"Germany",1913,2,"5692",50.18
"Germany",1914,2,"4793",46.18
"Germany",1915,2,"4559",40.53
"Germany",1916,2,"4633",38.99
"Germany",1917,2,"4679",40.08
"Germany",1918,4,"4746",32.94
"Germany",1919,6,"4131",48.32
"Germany",1920,6,"4482",53.5
"Germany",1921,6,"4969",55.01
"Germany",1922,6,"5415",55.62
"Germany",1923,6,"4500",56.22
"Germany",1924,6,"5270",56.82
"Germany",1925,6,"5857",57.42
"Germany",1926,6,"6015",57.83
"Germany",1927,6,"6618",58.24
"Germany",1928,6,"6909",58.64
"Germany",1929,6,"6884",59.05
"Germany",1930,6,"6791",59.46
"Germany",1931,6,"6276",59.87
"Germany",1932,6,"5809",60.28
"Germany",1933,-9,"6178",60.68
"Germany",1934,-9,"6738",61.09
"Germany",1935,-9,"7232",61.5
"Germany",1936,-9,"7852",61.79
"Germany",1937,-9,"8305",62.07
"Germany",1938,-9,"8894",62.36
"Germany",1939,-9,"9674",61
"Germany",1940,-9,"9711",60.66
"Germany",1941,-9,"10310",59
"Germany",1942,-9,"10407",55
"Germany",1943,-9,"10722",49.7
"Germany",1944,-9,"11120",37
"Germany",1945,-5,"8284",29
"Germany",1946,-1,"4084",60.51
"Germany",1947,2,"4504",62.11
"Germany",1948,6,"5258",63.71
"Germany",1949,10,"6112",65.32
"Germany",1950,10,"7251",66.91
"Germany",1951,10,"7884",67.08
"Germany",1952,10,"8561",67.4
"Germany",1953,10,"9252",67.7
"Germany",1954,10,"9926",68
"Germany",1955,10,"10998",68.28
"Germany",1956,10,"11751",68.57
"Germany",1957,10,"12385",68.49
"Germany",1958,10,"12884",69.23
"Germany",1959,10,"13759",69.34
"Germany",1960,10,"14808",69.26
"Germany",1961,10,"15317",69.85
"Germany",1962,10,"15872",70.01
"Germany",1963,10,"16221",70.1
"Germany",1964,10,"17100",70.66
"Germany",1965,10,"17838",70.65
"Germany",1966,10,"18262",70.77
"Germany",1967,10,"18311",70.99
"Germany",1968,10,"19254",70.64
"Germany",1969,10,"20409",70.48
"Germany",1970,10,"21218",70.72
"Germany",1971,10,"21695",70.94
"Germany",1972,10,"22497",71.16
"Germany",1973,10,"23461",71.41
"Germany",1974,10,"23662",71.71
"Germany",1975,10,"23630",71.56
"Germany",1976,10,"24904",72.02
"Germany",1977,10,"25678",72.63
"Germany",1978,10,"26444",72.6
"Germany",1979,10,"27515",72.96
"Germany",1980,10,"27765",73.14
"Germany",1981,10,"27846",73.37
"Germany",1982,10,"27645",73.69
"Germany",1983,10,"28227",73.97
"Germany",1984,10,"29135",74.44
"Germany",1985,10,"29851",74.55
"Germany",1986,10,"30514",74.75
"Germany",1987,10,"30986",75.15
"Germany",1988,10,"31906",75.33
"Germany",1989,10,"32706",75.51
"Germany",1990,10,"31476",75.4
"Germany",1991,10,"32844",75.6
"Germany",1992,10,"33221",76
"Germany",1993,10,"32689",76.1
"Germany",1994,10,"33375",76.4
"Germany",1995,10,"33843",76.6
"Germany",1996,10,"34008",76.9
"Germany",1997,10,"34578",77.3
"Germany",1998,10,"35254",77.6
"Germany",1999,10,"35931",77.8
"Germany",2000,10,"36953",78.1
"Germany",2001,10,"37517",78.4
"Germany",2002,10,"37458",78.6
"Germany",2003,10,"37167",78.8
"Germany",2004,10,"37614",79.2
"Germany",2005,10,"37901",79.4
"Germany",2006,10,"39352",79.7
"Germany",2007,10,"40693",79.9
"Germany",2008,10,"41199",80
"Germany",2009,10,"38975",80.1
"Germany",2010,10,"40632",80.3
"Germany",2011,10,"42080",80.5
"India",1950,9,"908",34.77
"India",1951,9,"908",35.1
"India",1952,9,"912",35.76
"India",1953,9,"947",36.44
"India",1954,9,"962",37.11
"India",1955,9,"963",37.79
"India",1956,9,"993",38.48
"India",1957,9,"959",39.16
"India",1958,9,"1005",39.85
"India",1959,9,"1002",40.56
"India",1960,9,"1048",41.26
"India",1961,9,"1051",41.99
"India",1962,9,"1046",42.72
"India",1963,9,"1071",43.46
"India",1964,9,"1125",44.23
"India",1965,9,"1053",44.98
"India",1966,9,"1037",45.73
"India",1967,9,"1096",46.49
"India",1968,9,"1095",47.21
"India",1969,9,"1141",47.93
"India",1970,9,"1170",48.65
"India",1971,9,"1154",49.35
"India",1972,9,"1125",50.08
"India",1973,9,"1151",50.81
"India",1974,9,"1139",51.53
"India",1975,7,"1212",52.25
"India",1976,7,"1201",52.93
"India",1977,8,"1266",53.56
"India",1978,8,"1305",54.14
"India",1979,8,"1211",54.65
"India",1980,8,"1270",55.1
"India",1981,8,"1322",55.51
"India",1982,8,"1334",55.86
"India",1983,8,"1412",56.19
"India",1984,8,"1436",56.51
"India",1985,8,"1462",56.81
"India",1986,8,"1493",57.11
"India",1987,8,"1525",57.39
"India",1988,8,"1649",57.65
"India",1989,8,"1723",57.93
"India",1990,8,"1777",58.2
"India",1991,8,"1760",58.5
"India",1992,8,"1821",58.8
"India",1993,8,"1871",59.1
"India",1994,8,"1959",59.5
"India",1995,9,"2069",59.9
"India",1996,9,"2186",60.2
"India",1997,9,"2235",60.5
"India",1998,9,"2332",60.8
"India",1999,9,"2496",61.2
"India",2000,9,"2548",61.5
"India",2001,9,"2628",61.9
"India",2002,9,"2684",62.3
"India",2003,9,"2850",62.8
"India",2004,9,"3029",63.2
"India",2005,9,"3262",63.6
"India",2006,9,"3514",63.9
"India",2007,9,"3806",64.3
"India",2008,9,"3901",64.7
"India",2009,9,"4177",65
"India",2010,9,"4547",65.4
"India",2011,9,"4787",65.7
"Iran",1800,-10,"977",25.6
"Iran",1801,-10,"977",25.6
"Iran",1802,-10,"977",25.6
"Iran",1803,-10,"977",25.6
"Iran",1804,-10,"978",25.6
"Iran",1805,-10,"978",25.6
"Iran",1806,-10,"978",25.6
"Iran",1807,-10,"978",25.6
"Iran",1808,-10,"978",25.6
"Iran",1809,-10,"978",25.6
"Iran",1810,-10,"979",25.6
"Iran",1811,-10,"979",25.6
"Iran",1812,-10,"979",25.6
"Iran",1813,-10,"979",25.6
"Iran",1814,-10,"979",25.6
"Iran",1815,-10,"979",25.6
"Iran",1816,-10,"979",25.6
"Iran",1817,-10,"980",25.6
"Iran",1818,-10,"980",25.6
"Iran",1819,-10,"980",25.6
"Iran",1820,-10,"980",25.6
"Iran",1821,-10,"982",25.6
"Iran",1822,-10,"984",25.6
"Iran",1823,-10,"986",25.6
"Iran",1824,-10,"988",25.6
"Iran",1825,-10,"989",25.6
"Iran",1826,-10,"991",25.6
"Iran",1827,-10,"993",25.6
"Iran",1828,-10,"995",25.6
"Iran",1829,-10,"997",25.6
"Iran",1830,-10,"999",25.6
"Iran",1831,-10,"1001",25.6
"Iran",1832,-10,"1003",25.6
"Iran",1833,-10,"1004",25.6
"Iran",1834,-10,"1006",25.6
"Iran",1835,-10,"1008",25.6
"Iran",1836,-10,"1010",25.6
"Iran",1837,-10,"1012",25.6
"Iran",1838,-10,"1014",25.6
"Iran",1839,-10,"1016",25.6
"Iran",1840,-10,"1018",25.6
"Iran",1841,-10,"1020",25.6
"Iran",1842,-10,"1022",25.6
"Iran",1843,-10,"1024",25.6
"Iran",1844,-10,"1026",25.6
"Iran",1845,-10,"1027",25.6
"Iran",1846,-10,"1029",25.6
"Iran",1847,-10,"1031",25.6
"Iran",1848,-10,"1033",25.6
"Iran",1849,-10,"1035",25.6
"Iran",1850,-10,"1037",25.6
"Iran",1851,-10,"1039",25.6
"Iran",1852,-10,"1041",25.6
"Iran",1853,-10,"1043",25.6
"Iran",1854,-10,"1045",25.6
"Iran",1855,-10,"1047",25.6
"Iran",1856,-10,"1049",25.6
"Iran",1857,-10,"1051",25.6
"Iran",1858,-10,"1053",25.6
"Iran",1859,-10,"1055",25.6
"Iran",1860,-10,"1057",25.6
"Iran",1861,-10,"1059",25.6
"Iran",1862,-10,"1061",25.6
"Iran",1863,-10,"1063",25.6
"Iran",1864,-10,"1065",25.6
"Iran",1865,-10,"1067",25.6
"Iran",1866,-10,"1069",25.6
"Iran",1867,-10,"1071",25.6
"Iran",1868,-10,"1073",25.6
"Iran",1869,-10,"1075",25.6
"Iran",1870,-10,"1077",25.6
"Iran",1871,-10,"1085",25.6
"Iran",1872,-10,"1092",25.6
"Iran",1873,-10,"1099",25.6
"Iran",1874,-10,"1107",25.6
"Iran",1875,-10,"1115",25.6
"Iran",1876,-10,"1122",25.6
"Iran",1877,-10,"1130",25.6
"Iran",1878,-10,"1138",25.6
"Iran",1879,-10,"1146",25.6
"Iran",1880,-10,"1153",25.6
"Iran",1881,-10,"1161",25.6
"Iran",1882,-10,"1169",25.6
"Iran",1883,-10,"1177",25.6
"Iran",1884,-10,"1185",25.6
"Iran",1885,-10,"1193",25.6
"Iran",1886,-10,"1202",25.6
"Iran",1887,-10,"1210",25.6
"Iran",1888,-10,"1218",25.6
"Iran",1889,-10,"1227",25.6
"Iran",1890,-10,"1235",25.6
"Iran",1891,-10,"1243",25.6
"Iran",1892,-10,"1252",25.6
"Iran",1893,-10,"1261",25.6
"Iran",1894,-10,"1269",25.6
"Iran",1895,-10,"1278",25.6
"Iran",1896,-10,"1287",25.6
"Iran",1897,-10,"1296",25.6
"Iran",1898,-10,"1304",25.6
"Iran",1899,-10,"1313",25.6
"Iran",1900,-10,"1322",25.6
"Iran",1901,-10,"1331",25.6
"Iran",1902,-10,"1341",25.6
"Iran",1903,-10,"1350",25.6
"Iran",1904,-10,"1359",25.6
"Iran",1905,-10,"1368",25.6
"Iran",1906,0,"1378",25.6
"Iran",1907,0,"1387",25.6
"Iran",1908,0,"1397",25.6
"Iran",1909,0,"1406",25.6
"Iran",1910,0,"1416",25.6
"Iran",1911,0,"1431",25.6
"Iran",1912,0,"1446",25.6
"Iran",1913,0,"1461",25.6
"Iran",1914,0,"1497",25.6
"Iran",1915,0,"1534",25.6
"Iran",1916,0,"1572",25.6
"Iran",1917,0,"1611",25.6
"Iran",1918,0,"1650",21.22
"Iran",1919,0,"1691",25.6
"Iran",1920,0,"1733",25.6
"Iran",1921,-1,"1785",25.6
"Iran",1922,-3,"1839",25.6
"Iran",1923,-4,"1894",25.6
"Iran",1924,-6,"1950",25.6
"Iran",1925,-7,"2008",25.6
"Iran",1926,-7,"2067",25.6
"Iran",1927,-7,"2127",25.6
"Iran",1928,-7,"2189",25.6
"Iran",1929,-7,"2252",25.6
"Iran",1930,-7,"2317",25.6
"Iran",1931,-7,"2383",25.6
"Iran",1932,-7,"2451",25.6
"Iran",1933,-7,"2520",25.6
"Iran",1934,-7,"2591",25.6
"Iran",1935,-8,"2664",25.6
"Iran",1936,-8,"2738",25.6
"Iran",1937,-8,"2814",25.6
"Iran",1938,-8,"2891",25.6
"Iran",1939,-8,"2970",25.6
"Iran",1940,-8,"3051",25.6
"Iran",1941,-1,"3134",27.03
"Iran",1942,-1,"3219",28.46
"Iran",1943,-1,"3306",29.91
"Iran",1944,-1,"3394",31.34
"Iran",1945,-1,"3485",32.77
"Iran",1946,-1,"3577",34.2
"Iran",1947,-1,"3672",35.64
"Iran",1948,-1,"3768",37.07
"Iran",1949,-1,"3867",38.51
"Iran",1950,-1,"3968",39.94
"Iran",1951,-1,"3881",40.29
"Iran",1952,-1,"3796",40.92
"Iran",1953,-4,"3717",41.56
"Iran",1954,-7,"3635",42.19
"Iran",1955,-10,"3554",42.84
"Iran",1956,-10,"3783",43.47
"Iran",1957,-10,"4211",44.11
"Iran",1958,-10,"4591",44.74
"Iran",1959,-10,"4863",45.38
"Iran",1960,-10,"5203",46
"Iran",1961,-10,"5505",46.61
"Iran",1962,-10,"5472",47.22
"Iran",1963,-10,"5921",47.83
"Iran",1964,-10,"6188",48.43
"Iran",1965,-10,"6768",49.04
"Iran",1966,-10,"7252",49.66
"Iran",1967,-10,"7862",50.3
"Iran",1968,-10,"8816",50.98
"Iran",1969,-10,"9709",51.67
"Iran",1970,-10,"10467",52.43
"Iran",1971,-10,"11475",53.28
"Iran",1972,-10,"13019",54.24
"Iran",1973,-10,"13782",55.24
"Iran",1974,-10,"14316",56.24
"Iran",1975,-10,"14690",57.1
"Iran",1976,-10,"16697",57.64
"Iran",1977,-10,"16033",57.78
"Iran",1978,-10,"13827",57.52
"Iran",1979,0,"12312",56.95
"Iran",1980,-2,"10366",56.24
"Iran",1981,-4,"9691",55.62
"Iran",1982,-6,"10715",55.32
"Iran",1983,-6,"11655",55.49
"Iran",1984,-6,"11274",56.19
"Iran",1985,-6,"11047",57.39
"Iran",1986,-6,"9675",59.01
"Iran",1987,-6,"9335",60.83
"Iran",1988,-6,"8626",62.67
"Iran",1989,-6,"8753",64.43
"Iran",1990,-6,"9511",66
"Iran",1991,-6,"10502",67.8
"Iran",1992,-6,"10792",68.5
"Iran",1993,-6,"10500",69.1
"Iran",1994,-6,"10344",69.6
"Iran",1995,-6,"10477",69.9
"Iran",1996,-6,"11043",69.8
"Iran",1997,3,"11216",70.3
"Iran",1998,3,"11311",70.8
"Iran",1999,3,"11327",71.3
"Iran",2000,3,"11719",71.4
"Iran",2001,3,"11977",71.3
"Iran",2002,3,"12712",71.3
"Iran",2003,3,"13454",70.1
"Iran",2004,-6,"13975",71.5
"Iran",2005,-6,"14452",71.9
"Iran",2006,-6,"15127",72.4
"Iran",2007,-6,"15903",72.8
"Iran",2008,-6,"15955",73.1
"Iran",2009,-7,"16123",73.4
"Iran",2010,-7,"16980",73.7
"Iran",2011,-7,"17425",74.1
"Israel",1948,10,"3612",59.82
"Israel",1949,10,"3782",61.96
"Israel",1950,10,"3961",64.09
"Israel",1951,10,"4435",64.42
"Israel",1952,10,"4247",65.04
"Israel",1953,10,"4075",65.62
"Israel",1954,10,"4718",66.15
"Israel",1955,10,"5167",66.65
"Israel",1956,10,"5382",67.1
"Israel",1957,10,"5557",67.51
"Israel",1958,10,"5712",67.89
"Israel",1959,10,"6249",68.24
"Israel",1960,10,"6464",68.55
"Israel",1961,10,"6915",68.85
"Israel",1962,10,"7279",69.13
"Israel",1963,10,"7719",69.41
"Israel",1964,10,"8152",69.68
"Israel",1965,10,"8630",69.93
"Israel",1966,10,"8504",70.17
"Israel",1967,9,"8535",70.39
"Israel",1968,9,"9634",70.6
"Israel",1969,9,"10562",70.78
"Israel",1970,9,"11062",70.96
"Israel",1971,9,"11878",71.13
"Israel",1972,9,"12903",71.33
"Israel",1973,9,"13110",71.54
"Israel",1974,9,"13606",71.78
"Israel",1975,9,"13751",72.04
"Israel",1976,9,"13626",72.33
"Israel",1977,9,"13324",72.62
"Israel",1978,9,"13656",72.9
"Israel",1979,9,"14159",73.19
"Israel",1980,9,"14768",73.47
"Israel",1981,9,"15245",73.74
"Israel",1982,9,"15265",73.99
"Israel",1983,9,"15501",74.49
"Israel",1984,9,"15310",74.78
"Israel",1985,9,"15542",75.1
"Israel",1986,9,"16015",74.92
"Israel",1987,9,"16871",75.29
"Israel",1988,9,"16906",75.65
"Israel",1989,9,"16743",76.24
"Israel",1990,9,"17152",76.7
"Israel",1991,9,"17394",76.5
"Israel",1992,9,"17749",76.3
"Israel",1993,9,"18244",76.9
"Israel",1994,9,"19010",77.1
"Israel",1995,9,"22550",77.4
"Israel",1996,9,"23240",77.7
"Israel",1997,9,"23544",77.9
"Israel",1998,9,"24009",78.1
"Israel",1999,10,"24263",78.5
"Israel",2000,10,"25739",78.6
"Israel",2001,10,"25167",78.8
"Israel",2002,10,"24650",78.6
"Israel",2003,10,"24470",79.1
"Israel",2004,10,"25256",79.5
"Israel",2005,10,"25891",79.7
"Israel",2006,10,"26908",79.6
"Israel",2007,10,"28091",80.3
"Israel",2008,10,"28562",80.6
"Israel",2009,10,"28419",81
"Israel",2010,10,"29509",81.6
"Israel",2011,10,"30183",81.6
"Italy",1861,-4,"2389",29.69
"Italy",1862,-4,"2461",29.69
"Italy",1863,-4,"2511",29.69
"Italy",1864,-4,"2469",29.69
"Italy",1865,-4,"2598",29.69
"Italy",1866,-4,"2419",29.69
"Italy",1867,-4,"2441",29.69
"Italy",1868,-4,"2456",29.69
"Italy",1869,-4,"2521",29.69
"Italy",1870,-4,"2643",29.69
"Italy",1871,-4,"2629",29.69
"Italy",1872,-4,"2587",29.69
"Italy",1873,-4,"2587",31.6
"Italy",1874,-4,"2767",31.75
"Italy",1875,-4,"2710",31.31
"Italy",1876,-4,"2610",33.6
"Italy",1877,-4,"2646",34.88
"Italy",1878,-4,"2783",34.32
"Italy",1879,-4,"2776",33.95
"Italy",1880,-4,"2849",32.74
"Italy",1881,-4,"2928",34.2
"Italy",1882,-4,"2993",34.29
"Italy",1883,-4,"3030",35.18
"Italy",1884,-4,"2937",36.6
"Italy",1885,-4,"3024",36.83
"Italy",1886,-4,"3168",35.1
"Italy",1887,-4,"3212",35.97
"Italy",1888,-4,"3176",36.92
"Italy",1889,-4,"3061",39.05
"Italy",1890,-4,"3141",38.5
"Italy",1891,-4,"3221",38.46
"Italy",1892,-4,"3200",38.84
"Italy",1893,-4,"3279",39.79
"Italy",1894,-4,"3294",39.91
"Italy",1895,-4,"3331",39.61
"Italy",1896,-4,"3367",40.7
"Italy",1897,-4,"3389",43.29
"Italy",1898,-4,"3404",42.33
"Italy",1899,-4,"3448",43.67
"Italy",1900,-1,"3528",41.66
"Italy",1901,-1,"3593",43.52
"Italy",1902,-1,"3673",42.99
"Italy",1903,-1,"3768",43.15
"Italy",1904,-1,"3884",44.43
"Italy",1905,-1,"4007",43.94
"Italy",1906,-1,"4116",45.09
"Italy",1907,-1,"4247",45.45
"Italy",1908,-1,"4305",43.19
"Italy",1909,-1,"4378",44.67
"Italy",1910,-1,"4386",46.75
"Italy",1911,-1,"4421",44.77
"Italy",1912,-1,"4557",48.98
"Italy",1913,-1,"4720",48.46
"Italy",1914,-1,"5135",49.89
"Italy",1915,-1,"5152",42.34
"Italy",1916,-1,"5723",39.27
"Italy",1917,-1,"6091",37.69
"Italy",1918,-1,"6694",25.62
"Italy",1919,-1,"5796",42.1
"Italy",1920,-1,"5181",45.51
"Italy",1921,-1,"5218",49.25
"Italy",1922,-2,"5431",50.01
"Italy",1923,-3,"5435",51.45
"Italy",1924,-4,"5363",51.51
"Italy",1925,-6,"5580",51.31
"Italy",1926,-7,"5548",50.96
"Italy",1927,-8,"5551",52.58
"Italy",1928,-9,"5839",52.67
"Italy",1929,-9,"5967",52.29
"Italy",1930,-9,"5608",55.2
"Italy",1931,-9,"5633",54.78
"Italy",1932,-9,"5816",54.77
"Italy",1933,-9,"5741",56.29
"Italy",1934,-9,"5760",56.86
"Italy",1935,-9,"6186",56.22
"Italy",1936,-9,"6300",56.75
"Italy",1937,-9,"6530",55.49
"Italy",1938,-9,"6519",56.13
"Italy",1939,-9,"6875",57.64
"Italy",1940,-9,"6619",56.95
"Italy",1941,-9,"6434",54.62
"Italy",1942,-9,"6403",52.45
"Italy",1943,0,"6014",49.19
"Italy",1944,0,"5087",52.34
"Italy",1945,2,"3957",54.77
"Italy",1946,5,"4940",58.96
"Italy",1947,8,"5610",61.17
"Italy",1948,10,"5906",63.44
"Italy",1949,10,"6050",64.1
"Italy",1950,10,"6381",65.76
"Italy",1951,10,"6736",65.3
"Italy",1952,10,"7023",65.93
"Italy",1953,10,"7421",66.56
"Italy",1954,10,"7710",67.88
"Italy",1955,10,"8117",68.23
"Italy",1956,10,"8420",67.62
"Italy",1957,10,"8816",67.79
"Italy",1958,10,"9182",68.85
"Italy",1959,10,"9686",69.3
"Italy",1960,10,"10276",69.19
"Italy",1961,10,"10973",69.82
"Italy",1962,10,"11555",69.21
"Italy",1963,10,"12094",69.32
"Italy",1964,10,"12343",70.37
"Italy",1965,10,"12599",70.24
"Italy",1966,10,"13279",70.99
"Italy",1967,10,"13997",71.03
"Italy",1968,10,"14929",70.85
"Italy",1969,10,"15735",70.87
"Italy",1970,10,"16450",71.62
"Italy",1971,10,"16680",71.87
"Italy",1972,10,"17160",72.15
"Italy",1973,10,"18390",72.09
"Italy",1974,10,"19085",72.81
"Italy",1975,10,"18469",72.72
"Italy",1976,10,"19699",73.07
"Italy",1977,10,"20050",73.44
"Italy",1978,10,"20882",73.78
"Italy",1979,10,"22146",74.11
"Italy",1980,10,"22861",74.07
"Italy",1981,10,"23113",74.46
"Italy",1982,10,"23385",74.93
"Italy",1983,10,"23664",74.75
"Italy",1984,10,"24842",75.51
"Italy",1985,10,"25646",75.62
"Italy",1986,10,"26242",75.94
"Italy",1987,10,"27304",76.36
"Italy",1988,10,"28879",76.54
"Italy",1989,10,"30152",76.94
"Italy",1990,10,"30746",77
"Italy",1991,10,"31198",77
"Italy",1992,10,"31437",77.3
"Italy",1993,10,"31149",77.6
"Italy",1994,10,"31813",77.8
"Italy",1995,10,"32731",78.1
"Italy",1996,10,"33143",78.3
"Italy",1997,10,"33733",78.7
"Italy",1998,10,"34269",78.9
"Italy",1999,10,"34798",79.3
"Italy",2000,10,"36073",79.6
"Italy",2001,10,"36692",79.8
"Italy",2002,10,"36729",80.1
"Italy",2003,10,"36622",80.1
"Italy",2004,10,"36962",80.9
"Italy",2005,10,"37130",81.1
"Italy",2006,10,"37761",81.2
"Italy",2007,10,"38125",81.3
"Italy",2008,10,"37475",81.5
"Italy",2009,10,"35260",81.6
"Italy",2010,10,"35753",81.9
"Italy",2011,10,"35901",82
"Japan",1800,-10,"1050",36.4
"Japan",1801,-10,"1051",36.4
"Japan",1802,-10,"1053",36.4
"Japan",1803,-10,"1054",36.4
"Japan",1804,-10,"1056",36.4
"Japan",1805,-10,"1057",36.4
"Japan",1806,-10,"1059",36.4
"Japan",1807,-10,"1060",36.4
"Japan",1808,-10,"1061",36.4
"Japan",1809,-10,"1063",36.4
"Japan",1810,-10,"1064",36.4
"Japan",1811,-10,"1066",36.4
"Japan",1812,-10,"1067",36.4
"Japan",1813,-10,"1069",36.41
"Japan",1814,-10,"1070",36.41
"Japan",1815,-10,"1072",36.41
"Japan",1816,-10,"1073",36.41
"Japan",1817,-10,"1075",36.41
"Japan",1818,-10,"1076",36.41
"Japan",1819,-10,"1078",36.41
"Japan",1820,-10,"1079",36.41
"Japan",1821,-10,"1081",36.41
"Japan",1822,-10,"1082",36.41
"Japan",1823,-10,"1084",36.41
"Japan",1824,-10,"1085",36.41
"Japan",1825,-10,"1087",36.41
"Japan",1826,-10,"1088",36.41
"Japan",1827,-10,"1090",36.41
"Japan",1828,-10,"1091",36.41
"Japan",1829,-10,"1093",36.41
"Japan",1830,-10,"1094",36.41
"Japan",1831,-10,"1096",36.41
"Japan",1832,-10,"1097",36.41
"Japan",1833,-10,"1099",36.41
"Japan",1834,-10,"1100",36.41
"Japan",1835,-10,"1102",36.41
"Japan",1836,-10,"1104",36.41
"Japan",1837,-10,"1105",36.41
"Japan",1838,-10,"1107",36.42
"Japan",1839,-10,"1108",36.42
"Japan",1840,-10,"1110",36.42
"Japan",1841,-10,"1111",36.42
"Japan",1842,-10,"1113",36.42
"Japan",1843,-10,"1114",36.42
"Japan",1844,-10,"1116",36.42
"Japan",1845,-10,"1117",36.42
"Japan",1846,-10,"1119",36.42
"Japan",1847,-10,"1120",36.42
"Japan",1848,-10,"1122",36.42
"Japan",1849,-10,"1124",36.42
"Japan",1850,-10,"1125",36.42
"Japan",1851,-10,"1129",36.42
"Japan",1852,-10,"1134",36.42
"Japan",1853,-10,"1138",36.42
"Japan",1854,-10,"1142",36.42
"Japan",1855,-10,"1146",36.42
"Japan",1856,-10,"1151",36.42
"Japan",1857,-10,"1155",36.42
"Japan",1858,-9,"1159",36.42
"Japan",1859,-8,"1164",36.42
"Japan",1860,-7,"1168",36.42
"Japan",1861,-6,"1172",36.42
"Japan",1862,-5,"1177",36.42
"Japan",1863,-4,"1181",36.43
"Japan",1864,-3,"1186",36.43
"Japan",1865,-2,"1190",36.43
"Japan",1866,-1,"1195",36.46
"Japan",1867,0,"1199",36.49
"Japan",1868,1,"1204",36.53
"Japan",1869,1,"1208",36.56
"Japan",1870,1,"1213",36.59
"Japan",1871,1,"1218",36.63
"Japan",1872,1,"1223",36.68
"Japan",1873,1,"1229",36.72
"Japan",1874,1,"1235",36.76
"Japan",1875,1,"1320",36.8
"Japan",1876,1,"1277",36.85
"Japan",1877,1,"1304",36.89
"Japan",1878,1,"1287",36.94
"Japan",1879,1,"1352",36.99
"Japan",1880,1,"1395",37.04
"Japan",1881,1,"1338",37.09
"Japan",1882,1,"1359",37.15
"Japan",1883,1,"1346",37.21
"Japan",1884,1,"1341",37.27
"Japan",1885,1,"1378",37.33
"Japan",1886,1,"1465",37.4
"Japan",1887,1,"1519",37.47
"Japan",1888,1,"1433",37.54
"Japan",1889,1,"1483",37.61
"Japan",1890,1,"1606",37.68
"Japan",1891,1,"1516",37.76
"Japan",1892,1,"1602",37.84
"Japan",1893,1,"1592",37.93
"Japan",1894,1,"1765",38.01
"Japan",1895,1,"1768",38.1
"Japan",1896,1,"1651",38.2
"Japan",1897,1,"1665",38.3
"Japan",1898,1,"1955",38.4
"Japan",1899,1,"1786",38.5
"Japan",1900,1,"1840",38.6
"Japan",1901,1,"1879",38.72
"Japan",1902,1,"1755",38.85
"Japan",1903,1,"1850",38.97
"Japan",1904,1,"1840",39.1
"Japan",1905,1,"1788",39.22
"Japan",1906,1,"2002",39.37
"Japan",1907,1,"2042",39.52
"Japan",1908,1,"2028",39.67
"Japan",1909,1,"1997",39.82
"Japan",1910,1,"1998",39.97
"Japan",1911,1,"2069",40.16
"Japan",1912,1,"2104",40.34
"Japan",1913,1,"2100",40.53
"Japan",1914,1,"2001",40.71
"Japan",1915,1,"2148",40.9
"Japan",1916,1,"2438",41.13
"Japan",1917,1,"2481",41.36
"Japan",1918,1,"2476",32.7
"Japan",1919,1,"2701",41.82
"Japan",1920,1,"2496",42.04
"Japan",1921,1,"2723",42.33
"Japan",1922,1,"2668",42.62
