"country","year","demo_score","gdp","life_expectancy"
"Japan",1923,1,"2623",43.22
"Japan",1924,1,"2648",43.83
"Japan",1925,1,"2705",44.44
"Japan",1926,1,"2673",45.05
"Japan",1927,1,"2657",45.66
"Japan",1928,1,"2817",45.98
"Japan",1929,1,"2851",46.31
"Japan",1930,1,"2592",46.63
"Japan",1931,1,"2561",46.95
"Japan",1932,1,"2722",47.27
"Japan",1933,1,"2932",47.6
"Japan",1934,1,"2885",47.92
"Japan",1935,1,"2903",48.24
"Japan",1936,1,"3065",48.62
"Japan",1937,1,"3154",49
"Japan",1938,1,"3329",49
"Japan",1939,1,"3818",49
"Japan",1940,1,"3888",49
"Japan",1941,1,"3877",48.75
"Japan",1942,1,"3796",48.5
"Japan",1943,1,"3792",46
"Japan",1944,1,"3567",40
"Japan",1945,2,"1802",30.54
"Japan",1946,3,"1930",46.5
"Japan",1947,4,"2055",51.74
"Japan",1948,5,"2297",56.88
"Japan",1949,7,"2392",57.75
"Japan",1950,8,"2549",59.29
"Japan",1951,9,"2728",60.98
"Japan",1952,10,"3015",63.02
"Japan",1953,10,"3168",63.36
"Japan",1954,10,"3280",64.6
"Japan",1955,10,"3464",65.76
"Japan",1956,10,"3646",65.62
"Japan",1957,10,"3843",65.49
"Japan",1958,10,"3996",67.11
"Japan",1959,10,"4288",67.49
"Japan",1960,10,"4756",67.78
"Japan",1961,10,"5276",68.43
"Japan",1962,10,"5686",68.71
"Japan",1963,10,"6106",69.79
"Japan",1964,10,"6741",70.26
"Japan",1965,10,"7048",70.31
"Japan",1966,10,"7724",71.12
"Japan",1967,10,"8454",71.41
"Japan",1968,10,"9439",71.73
"Japan",1969,10,"10548",71.96
"Japan",1970,10,"14203",72.05
"Japan",1971,10,"14673",72.87
"Japan",1972,10,"15694",73.39
"Japan",1973,10,"16731",73.45
"Japan",1974,10,"16320",73.88
"Japan",1975,10,"16632",74.38
"Japan",1976,10,"17117",74.78
"Japan",1977,10,"17705",75.35
"Japan",1978,10,"18484",75.67
"Japan",1979,10,"19346",76.18
"Japan",1980,10,"19741",76.16
"Japan",1981,10,"20413",76.57
"Japan",1982,10,"20951",77.08
"Japan",1983,10,"21446",77.11
"Japan",1984,10,"22268",77.5
"Japan",1985,10,"23554",77.8
"Japan",1986,10,"24116",78.22
"Japan",1987,10,"25018",78.63
"Japan",1988,10,"26724",78.54
"Japan",1989,10,"28077",78.97
"Japan",1990,10,"29550",79
"Japan",1991,10,"30437",79.1
"Japan",1992,10,"30610",79.3
"Japan",1993,10,"30587",79.4
"Japan",1994,10,"30746",79.8
"Japan",1995,10,"31224",79.7
"Japan",1996,10,"31958",80.2
"Japan",1997,10,"32391",80.4
"Japan",1998,10,"31656",80.5
"Japan",1999,10,"31535",80.6
"Japan",2000,10,"32193",81
"Japan",2001,10,"32230",81.3
"Japan",2002,10,"32248",81.6
"Japan",2003,10,"32721",81.7
"Japan",2004,10,"33483",81.9
"Japan",2005,10,"33916",82
"Japan",2006,10,"34468",82.2
"Japan",2007,10,"35183",82.4
"Japan",2008,10,"34800",82.5
"Japan",2009,10,"32880",82.7
"Japan",2010,10,"34404",82.7
"Japan",2011,10,"34316",82.6
"Jordan",1946,-10,"2876",41.48
"Jordan",1947,-10,"2920",42.38
"Jordan",1948,-10,"2965",43.28
"Jordan",1949,-10,"3010",44.18
"Jordan",1950,-10,"3056",45.09
"Jordan",1951,-4,"3120",45.56
"Jordan",1952,-1,"3180",46.45
"Jordan",1953,-1,"3241",47.34
"Jordan",1954,-1,"3301",48.23
"Jordan",1955,-1,"3005",49.09
"Jordan",1956,-1,"3961",49.95
"Jordan",1957,-9,"3900",50.8
"Jordan",1958,-9,"4119",51.65
"Jordan",1959,-9,"4247",52.48
"Jordan",1960,-9,"4330",53.3
"Jordan",1961,-9,"4994",54.12
"Jordan",1962,-9,"4876",54.94
"Jordan",1963,-9,"4935",55.75
"Jordan",1964,-9,"5556",56.55
"Jordan",1965,-9,"5937",57.35
"Jordan",1966,-9,"5855",58.13
"Jordan",1967,-9,"5711",58.9
"Jordan",1968,-9,"4994",59.66
"Jordan",1969,-9,"5182",60.42
"Jordan",1970,-9,"4478",61.15
"Jordan",1971,-9,"4421",61.87
"Jordan",1972,-9,"4401",62.59
"Jordan",1973,-9,"4462",63.3
"Jordan",1974,-10,"4681",63.98
"Jordan",1975,-10,"4824",64.64
"Jordan",1976,-10,"5781",65.28
"Jordan",1977,-10,"5941",65.89
"Jordan",1978,-10,"6939",66.46
"Jordan",1979,-10,"7313",67
"Jordan",1980,-10,"8357",67.51
"Jordan",1981,-10,"8397",68
"Jordan",1982,-10,"8657",68.45
"Jordan",1983,-10,"8493",68.9
"Jordan",1984,-9,"8884",69.33
"Jordan",1985,-9,"8859",69.75
"Jordan",1986,-9,"9318",70.15
"Jordan",1987,-9,"9244",70.52
"Jordan",1988,-9,"8844",70.87
"Jordan",1989,-4,"7637",71.2
"Jordan",1990,-4,"7057",71.5
"Jordan",1991,-4,"6426",71.9
"Jordan",1992,-2,"7242",72.2
"Jordan",1993,-2,"7242",72.2
"Jordan",1994,-2,"7312",72.4
"Jordan",1995,-2,"7516",72.5
"Jordan",1996,-2,"7443",72.6
"Jordan",1997,-2,"7481",72.8
"Jordan",1998,-2,"7503",73
"Jordan",1999,-2,"7566",73.2
"Jordan",2000,-2,"7695",73.4
"Jordan",2001,-2,"7903",73.6
"Jordan",2002,-2,"8160",73.8
"Jordan",2003,-2,"8292",74
"Jordan",2004,-2,"8788",74.1
"Jordan",2005,-2,"9293",74.5
"Jordan",2006,-2,"9818",75.5
"Jordan",2007,-3,"10386",76.3
"Jordan",2008,-3,"10897",76.9
"Jordan",2009,-3,"11243",77.5
"Jordan",2010,-3,"11256",77.9
"Jordan",2011,-3,"11292",78.1
"Netherlands",1815,-6,"3945",39.86
"Netherlands",1816,-6,"3748",39.86
"Netherlands",1817,-6,"3778",39.86
"Netherlands",1818,-6,"3831",39.86
"Netherlands",1819,-6,"3645",39.86
"Netherlands",1820,-6,"3900",39.86
"Netherlands",1821,-6,"3815",39.86
"Netherlands",1822,-6,"3843",39.86
"Netherlands",1823,-6,"4028",39.86
"Netherlands",1824,-6,"3992",39.86
"Netherlands",1825,-6,"3883",39.86
"Netherlands",1826,-6,"3937",39.86
"Netherlands",1827,-6,"4163",39.86
"Netherlands",1828,-6,"4245",39.86
"Netherlands",1829,-6,"4244",39.86
"Netherlands",1830,-6,"3867",39.86
"Netherlands",1831,-6,"4149",39.86
"Netherlands",1832,-6,"4336",39.86
"Netherlands",1833,-6,"4231",39.86
"Netherlands",1834,-6,"4261",39.86
"Netherlands",1835,-6,"4241",39.86
"Netherlands",1836,-6,"4374",39.86
"Netherlands",1837,-6,"4470",39.86
"Netherlands",1838,-6,"4509",39.86
"Netherlands",1839,-6,"4499",39.86
"Netherlands",1840,-7,"4534",39.86
"Netherlands",1841,-7,"4571",39.86
"Netherlands",1842,-7,"4451",39.86
"Netherlands",1843,-7,"4365",39.86
"Netherlands",1844,-7,"4399",39.86
"Netherlands",1845,-7,"4359",39.86
"Netherlands",1846,-7,"4358",39.86
"Netherlands",1847,-7,"4380",39.86
"Netherlands",1848,-4,"4444",39.86
"Netherlands",1849,-3,"4568",39.86
"Netherlands",1850,-3,"4647",39.86
"Netherlands",1851,-3,"4706",40
"Netherlands",1852,-3,"4644",38.66
"Netherlands",1853,-3,"4531",38.63
"Netherlands",1854,-3,"4801",38.63
"Netherlands",1855,-3,"4661",34.53
"Netherlands",1856,-3,"4841",38.39
"Netherlands",1857,-3,"4748",35.46
"Netherlands",1858,-3,"4609",34.66
"Netherlands",1859,-3,"4436",30.86
"Netherlands",1860,-3,"4642",36.91
"Netherlands",1861,-3,"4506",36.44
"Netherlands",1862,-3,"4677",38.28
"Netherlands",1863,-3,"4757",38.33
"Netherlands",1864,-3,"4938",37.56
"Netherlands",1865,-3,"4939",36.37
"Netherlands",1866,-3,"5116",33.64
"Netherlands",1867,-3,"4932",39.31
"Netherlands",1868,-3,"4954",37.75
"Netherlands",1869,-3,"5107",40.47
"Netherlands",1870,-3,"5262",37.34
"Netherlands",1871,-3,"5220",32.94
"Netherlands",1872,-3,"5270",36.49
"Netherlands",1873,-3,"5370",39.2
"Netherlands",1874,-3,"5160",41.3
"Netherlands",1875,-3,"5449",38.24
"Netherlands",1876,-3,"5453",40.35
"Netherlands",1877,-3,"5510",42.03
"Netherlands",1878,-3,"5485",41.1
"Netherlands",1879,-3,"5208",41.96
"Netherlands",1880,-3,"5500",40.39
"Netherlands",1881,-3,"5524",42.87
"Netherlands",1882,-3,"5591",43.79
"Netherlands",1883,-3,"5931",42.35
"Netherlands",1884,-3,"5960",41.34
"Netherlands",1885,-3,"6012",43.3
"Netherlands",1886,-3,"6024",41.98
"Netherlands",1887,-3,"6094",44.99
"Netherlands",1888,-3,"6093",44.22
"Netherlands",1889,-2,"6223",44.35
"Netherlands",1890,-2,"5895",44.4
"Netherlands",1891,-2,"5833",44.25
"Netherlands",1892,-2,"5936",43.95
"Netherlands",1893,-2,"5797",45.8
"Netherlands",1894,-2,"6053",46.93
"Netherlands",1895,-2,"6003",46.64
"Netherlands",1896,-2,"6164",48.56
"Netherlands",1897,-2,"6225",49.36
"Netherlands",1898,-2,"6227",49.03
"Netherlands",1899,-2,"6224",49.35
"Netherlands",1900,-2,"6063",48.4
"Netherlands",1901,-2,"6260",48.72
"Netherlands",1902,-2,"6419",50.61
"Netherlands",1903,-2,"6309",51.51
"Netherlands",1904,-2,"6295",50.9
"Netherlands",1905,-2,"6509",52.11
"Netherlands",1906,-2,"6539",52.78
"Netherlands",1907,-2,"6325",53.54
"Netherlands",1908,-2,"6356",52.76
"Netherlands",1909,-2,"6602",54.96
"Netherlands",1910,-2,"6793",55.14
"Netherlands",1911,-2,"6923",53.17
"Netherlands",1912,-2,"7007",57.21
"Netherlands",1913,-2,"7229",57.37
"Netherlands",1914,-2,"7015",57.2
"Netherlands",1915,-2,"6627",57.22
"Netherlands",1916,-2,"6500",56.16
"Netherlands",1917,10,"5738",55.67
"Netherlands",1918,10,"5298",47.61
"Netherlands",1919,10,"5877",54.98
"Netherlands",1920,10,"6652",57.84
"Netherlands",1921,10,"7729",59.77
"Netherlands",1922,10,"8064",59.84
"Netherlands",1923,10,"8063",62.06
"Netherlands",1924,10,"8455",62.97
"Netherlands",1925,10,"8562",63.18
"Netherlands",1926,10,"8969",63.04
"Netherlands",1927,10,"9211",62.65
"Netherlands",1928,10,"9427",63.74
"Netherlands",1929,10,"9427",62.19
"Netherlands",1930,10,"9140",64.73
"Netherlands",1931,10,"8640",64.35
"Netherlands",1932,10,"8375",65.44
"Netherlands",1933,10,"8257",66.08
"Netherlands",1934,10,"8039",66.62
"Netherlands",1935,10,"8135",66.54
"Netherlands",1936,10,"8473",66.76
"Netherlands",1937,10,"8842",66.98
"Netherlands",1938,10,"8460",67.4
"Netherlands",1939,10,"9039",67.73
"Netherlands",1940,-10,"7840",65.4
"Netherlands",1941,-10,"7327",65.33
"Netherlands",1942,-10,"6617",65.84
"Netherlands",1943,-10,"6398",64.43
"Netherlands",1944,-10,"4233",61.26
"Netherlands",1945,10,"4281",55.45
"Netherlands",1946,10,"7142",67.57
"Netherlands",1947,10,"8093",69.52
"Netherlands",1948,10,"8802",71.04
"Netherlands",1949,10,"9284",70.27
"Netherlands",1950,10,"9516",71.44
"Netherlands",1951,10,"9593",71.5
"Netherlands",1952,10,"9639",72.12
"Netherlands",1953,10,"10340",71.7
"Netherlands",1954,10,"10930",72.39
"Netherlands",1955,10,"11566",72.51
"Netherlands",1956,10,"11939",72.52
"Netherlands",1957,10,"12151",72.97
"Netherlands",1958,10,"11859",73.13
"Netherlands",1959,10,"12256",73.17
"Netherlands",1960,10,"13223",73.35
"Netherlands",1961,10,"13448",73.54
"Netherlands",1962,10,"13854",73.21
"Netherlands",1963,10,"14148",73.33
"Netherlands",1964,10,"15204",73.71
"Netherlands",1965,10,"15834",73.58
"Netherlands",1966,10,"16109",73.52
"Netherlands",1967,10,"16824",73.79
"Netherlands",1968,10,"17827",73.6
"Netherlands",1969,10,"18892",73.51
"Netherlands",1970,10,"19800",73.57
"Netherlands",1971,10,"20555",73.81
"Netherlands",1972,10,"21024",73.72
"Netherlands",1973,10,"22010",74.17
"Netherlands",1974,10,"22873",74.56
"Netherlands",1975,10,"22849",74.49
"Netherlands",1976,10,"23837",74.61
"Netherlands",1977,10,"24436",75.2
"Netherlands",1978,10,"25044",75.11
"Netherlands",1979,10,"25473",75.59
"Netherlands",1980,10,"25857",75.72
"Netherlands",1981,10,"25704",75.93
"Netherlands",1982,10,"25403",76.01
"Netherlands",1983,10,"25919",76.21
"Netherlands",1984,10,"26781",76.28
"Netherlands",1985,10,"27544",76.34
"Netherlands",1986,10,"28417",76.31
"Netherlands",1987,10,"28937",76.78
"Netherlands",1988,10,"29915",76.98
"Netherlands",1989,10,"31240",76.82
"Netherlands",1990,10,"32534",77
"Netherlands",1991,10,"33066",77.2
"Netherlands",1992,10,"33377",77.3
"Netherlands",1993,10,"33562",77.2
"Netherlands",1994,10,"34348",77.5
"Netherlands",1995,10,"35244",77.6
"Netherlands",1996,10,"36152",77.6
"Netherlands",1997,10,"37414",77.9
"Netherlands",1998,10,"38816",78.1
"Netherlands",1999,10,"40306",78
"Netherlands",2000,10,"41771",78.1
"Netherlands",2001,10,"42130",78.3
"Netherlands",2002,10,"41848",78.5
"Netherlands",2003,10,"41761",78.7
"Netherlands",2004,10,"42389",79.1
"Netherlands",2005,10,"43243",79.6
"Netherlands",2006,10,"44823",79.9
"Netherlands",2007,10,"46605",80.2
"Netherlands",2008,10,"47388",80.3
"Netherlands",2009,10,"45590",80.6
"Netherlands",2010,10,"45843",80.8
"Netherlands",2011,10,"46388",80.9
"Pakistan",1947,-4,"1219",10.85
"Pakistan",1948,2,"1218",31.66
"Pakistan",1949,4,"1233",35.85
"Pakistan",1950,4,"1176",36.23
"Pakistan",1951,5,"1112",36.85
"Pakistan",1952,5,"1091",38.07
"Pakistan",1953,5,"1167",39.26
"Pakistan",1954,5,"1167",40.42
"Pakistan",1955,5,"1166",41.56
"Pakistan",1956,8,"1171",42.67
"Pakistan",1957,8,"1193",43.75
"Pakistan",1958,-7,"1180",44.8
"Pakistan",1959,-7,"1164",45.81
"Pakistan",1960,-7,"1191",46.79
"Pakistan",1961,-7,"1231",47.73
"Pakistan",1962,1,"1286",48.63
"Pakistan",1963,1,"1332",49.47
"Pakistan",1964,1,"1396",50.27
"Pakistan",1965,1,"1421",51.01
"Pakistan",1966,1,"1497",51.7
"Pakistan",1967,1,"1513",52.34
"Pakistan",1968,1,"1577",52.95
"Pakistan",1969,1,"1636",53.52
"Pakistan",1970,0,"1758",54.06
"Pakistan",1971,0,"1721",54.6
"Pakistan",1972,4,"1690",55.12
"Pakistan",1973,8,"1765",55.64
"Pakistan",1974,8,"1781",56.16
"Pakistan",1975,8,"1811",56.68
"Pakistan",1976,8,"1864",57.17
"Pakistan",1977,-7,"1897",57.63
"Pakistan",1978,-7,"2002",58.05
"Pakistan",1979,-7,"2018",58.44
"Pakistan",1980,-7,"2155",58.79
"Pakistan",1981,-7,"2242",59.13
"Pakistan",1982,-7,"2333",59.45
"Pakistan",1983,-7,"2421",59.77
"Pakistan",1984,-7,"2458",60.09
"Pakistan",1985,-4,"2603",60.43
"Pakistan",1986,-4,"2689",60.77
"Pakistan",1987,-4,"2761",61.11
"Pakistan",1988,8,"2853",61.45
"Pakistan",1989,8,"2908",61.78
"Pakistan",1990,8,"2961",62.1
"Pakistan",1991,8,"3026",62.2
"Pakistan",1992,8,"3174",62.1
"Pakistan",1993,8,"3148",62
"Pakistan",1994,8,"3183",61.9
"Pakistan",1995,8,"3255",61.8
"Pakistan",1996,8,"3324",61.9
"Pakistan",1997,7,"3270",61.8
"Pakistan",1998,7,"3266",62
"Pakistan",1999,-6,"3303",62.1
"Pakistan",2000,-6,"3366",62.3
"Pakistan",2001,-6,"3362",62.5
"Pakistan",2002,-5,"3405",62.6
"Pakistan",2003,-5,"3506",62.8
"Pakistan",2004,-5,"3698",63.1
"Pakistan",2005,-5,"3910",62.2
"Pakistan",2006,-5,"4076",63.7
"Pakistan",2007,2,"4194",63.8
"Pakistan",2008,5,"4187",64.1
"Pakistan",2009,5,"4227",64.3
"Pakistan",2010,6,"4220",64.5
"Pakistan",2011,6,"4261",64.9
"Russia",1800,-10,"1430",29.57
"Russia",1801,-10,"1432",29.57
"Russia",1802,-10,"1433",29.57
"Russia",1803,-10,"1435",29.57
"Russia",1804,-10,"1437",29.57
"Russia",1805,-10,"1439",29.57
"Russia",1806,-10,"1440",29.57
"Russia",1807,-10,"1442",29.57
"Russia",1808,-10,"1444",29.57
"Russia",1809,-10,"1445",29.57
"Russia",1810,-10,"1447",29.57
"Russia",1811,-10,"1449",29.57
"Russia",1812,-10,"1451",29.57
"Russia",1813,-10,"1452",29.57
"Russia",1814,-10,"1454",29.57
"Russia",1815,-10,"1456",29.57
"Russia",1816,-10,"1457",29.57
"Russia",1817,-10,"1459",29.57
"Russia",1818,-10,"1461",29.57
"Russia",1819,-10,"1463",29.57
"Russia",1820,-10,"1464",29.57
"Russia",1821,-10,"1474",29.57
"Russia",1822,-10,"1483",29.57
"Russia",1823,-10,"1493",29.57
"Russia",1824,-10,"1503",29.57
"Russia",1825,-10,"1513",29.57
"Russia",1826,-10,"1522",29.57
"Russia",1827,-10,"1532",29.57
"Russia",1828,-10,"1542",29.57
"Russia",1829,-10,"1552",29.57
"Russia",1830,-10,"1562",29.57
"Russia",1831,-10,"1572",29.57
"Russia",1832,-10,"1583",29.57
"Russia",1833,-10,"1593",29.57
"Russia",1834,-10,"1603",29.57
"Russia",1835,-10,"1613",29.57
"Russia",1836,-10,"1624",29.57
"Russia",1837,-10,"1634",29.57
"Russia",1838,-10,"1645",29.57
"Russia",1839,-10,"1656",29.57
"Russia",1840,-10,"1666",29.57
"Russia",1841,-10,"1677",29.57
"Russia",1842,-10,"1688",29.57
"Russia",1843,-10,"1699",29.57
"Russia",1844,-10,"1710",29.57
"Russia",1845,-10,"1721",29.57
"Russia",1846,-10,"1732",29.57
"Russia",1847,-10,"1744",29.57
"Russia",1848,-10,"1755",18
"Russia",1849,-10,"1766",29.57
"Russia",1850,-10,"1778",29.57
"Russia",1851,-10,"1789",29.57
"Russia",1852,-10,"1801",29.57
"Russia",1853,-10,"1812",29.5
"Russia",1854,-10,"1824",27.5
"Russia",1855,-10,"1836",27.5
"Russia",1856,-10,"1848",29
"Russia",1857,-10,"1860",29.57
"Russia",1858,-10,"1872",29.57
"Russia",1859,-10,"1884",29.57
"Russia",1860,-10,"1896",29.57
"Russia",1861,-10,"1909",29.57
"Russia",1862,-10,"1921",29.57
"Russia",1863,-10,"1933",29.57
"Russia",1864,-10,"1946",29.57
"Russia",1865,-10,"1959",29.57
"Russia",1866,-10,"1971",29.57
"Russia",1867,-10,"1984",29.57
"Russia",1868,-10,"1997",27.85
"Russia",1869,-10,"2010",27.93
"Russia",1870,-10,"2023",31.12
"Russia",1871,-10,"2036",28.1
"Russia",1872,-10,"2049",25.92
"Russia",1873,-10,"2062",29.48
"Russia",1874,-10,"2076",30.47
"Russia",1875,-10,"2089",31.12
"Russia",1876,-10,"2103",30.93
"Russia",1877,-10,"2116",31.31
"Russia",1878,-10,"2130",27.77
"Russia",1879,-10,"2144",30.84
"Russia",1880,-10,"2158",30.2
"Russia",1881,-10,"2172",32.16
"Russia",1882,-10,"2186",26.71
"Russia",1883,-10,"2200",29.05
"Russia",1884,-10,"2214",32.75
"Russia",1885,-10,"2229",30.84
"Russia",1886,-10,"2143",34.26
"Russia",1887,-10,"2506",33.24
"Russia",1888,-10,"2411",33.14
"Russia",1889,-10,"2242",31.03
"Russia",1890,-10,"2233",29.93
"Russia",1891,-10,"2046",26.39
"Russia",1892,-10,"2240",21.26
"Russia",1893,-10,"2539",27.6
"Russia",1894,-10,"2887",28.1
"Russia",1895,-10,"2672",26.95
"Russia",1896,-10,"2944",28.27
"Russia",1897,-10,"2895",30.47
"Russia",1898,-10,"2972",27.93
"Russia",1899,-10,"3154",31.59
"Russia",1900,-10,"3087",30.75
"Russia",1901,-10,"3165",29.05
"Russia",1902,-10,"3439",29.84
"Russia",1903,-10,"3203",31.78
"Russia",1904,-10,"3542",32.16
"Russia",1905,-8,"3136",30.47
"Russia",1906,-6,"2997",31.97
"Russia",1907,-6,"2881",33.65
"Russia",1908,-6,"3146",33.65
"Russia",1909,-6,"3267",32.36
"Russia",1910,-6,"3487",31.4
"Russia",1911,-6,"3222",35.09
"Russia",1912,-6,"3481",35.51
"Russia",1913,-6,"3658",33.34
"Russia",1914,-6,"3494",33
"Russia",1915,-6,"3596",31.5
"Russia",1916,-6,"3198",31.5
"Russia",1917,-1,"2808",29
"Russia",1918,-1,"1719",23
"Russia",1919,-1,"1482",25
"Russia",1920,-1,"1489",20.5
"Russia",1921,-1,"1364",23.8
"Russia",1922,-1,"1584",24.7
"Russia",1923,-7,"1826",33.6
"Russia",1924,-7,"2315",36.1
"Russia",1925,-7,"2895",35.2
"Russia",1926,-7,"3253",38.4
"Russia",1927,-8,"3391",37.5
"Russia",1928,-8,"3569",38.9
"Russia",1929,-8,"3613",37.4
"Russia",1930,-8,"3779",36.5
"Russia",1931,-8,"3816",35
"Russia",1932,-8,"3760",32.8
"Russia",1933,-9,"3904",17.35
"Russia",1934,-9,"4265",38.2
"Russia",1935,-9,"4880",39.6
"Russia",1936,-9,"5216",41.1
"Russia",1937,-9,"5652",39.9
"Russia",1938,-9,"5640",41.4
"Russia",1939,-9,"5873",43.6
"Russia",1940,-9,"5632",41.2
"Russia",1941,-9,"5530",23
"Russia",1942,-9,"5430",17.99
"Russia",1943,-9,"5331",15.99
"Russia",1944,-9,"5235",26.99
"Russia",1945,-9,"5140",33.98
"Russia",1946,-9,"5047",46.08
"Russia",1947,-9,"5611",40.38
"Russia",1948,-9,"6343",52.17
"Russia",1949,-9,"6932",54.97
"Russia",1950,-9,"7514",57.27
"Russia",1951,-9,"7424",57.76
"Russia",1952,-9,"7775",58.16
"Russia",1953,-7,"7981",58.96
"Russia",1954,-7,"8234",60.96
"Russia",1955,-7,"8787",63.35
"Russia",1956,-7,"9465",64.85
"Russia",1957,-7,"9496",63.95
"Russia",1958,-7,"10037",66.84
"Russia",1959,-7,"9755",67.59
"Russia",1960,-7,"10496",68.61
"Russia",1961,-7,"10908",68.85
"Russia",1962,-7,"11027",68.51
"Russia",1963,-7,"10620",68.98
"Russia",1964,-7,"11836",69.77
"Russia",1965,-7,"12363",69.36
"Russia",1966,-7,"12823",69.43
"Russia",1967,-7,"13256",69.21
"Russia",1968,-7,"13902",69.17
"Russia",1969,-7,"13972",68.65
"Russia",1970,-7,"14915",68.76
"Russia",1971,-7,"15170",69.02
"Russia",1972,-7,"15113",68.92
"Russia",1973,-7,"16236",68.89
"Russia",1974,-7,"16594",68.88
"Russia",1975,-7,"16530",68.24
"Russia",1976,-7,"17192",67.98
"Russia",1977,-7,"17487",67.85
"Russia",1978,-7,"17818",67.89
"Russia",1979,-7,"17632",67.61
"Russia",1980,-7,"17557",67.57
"Russia",1981,-7,"17619",67.79
"Russia",1982,-7,"17951",68.25
"Russia",1983,-7,"18417",68.01
"Russia",1984,-7,"18527",67.53
"Russia",1985,-7,"18576",68.19
"Russia",1986,-7,"19221",69.8
"Russia",1987,-7,"19355",69.81
"Russia",1988,-6,"19660",69.66
"Russia",1989,-4,"19906",69.57
"Russia",1990,0,"19349",69.2
"Russia",1991,0,"18332",69.1
"Russia",1992,5,"15661",68
"Russia",1993,3,"14320",65.2
"Russia",1994,3,"12535",63.8
"Russia",1995,3,"12013",64.4
"Russia",1996,3,"11597",65.7
"Russia",1997,3,"11779",67
"Russia",1998,3,"11173",67.2
"Russia",1999,3,"11925",65.9
"Russia",2000,6,"13173",65.1
"Russia",2001,6,"13902",65.1
"Russia",2002,6,"14629",64.9
"Russia",2003,6,"15768",64.7
"Russia",2004,6,"16967",65.1
"Russia",2005,6,"18118",65.1
"Russia",2006,6,"19660",66.7
"Russia",2007,4,"21374",67.7
"Russia",2008,4,"22506",67.9
"Russia",2009,4,"20739",68.8
"Russia",2010,4,"21664",68.9
"Russia",2011,4,"22570",69.8
"Saudi Arabia",1926,-10,"1060",32.1
"Saudi Arabia",1927,-10,"1064",32.1
"Saudi Arabia",1928,-10,"1067",32.1
"Saudi Arabia",1929,-10,"1071",32.1
"Saudi Arabia",1930,-10,"1034",32.1
"Saudi Arabia",1931,-10,"997",32.1
"Saudi Arabia",1932,-10,"962",32.1
"Saudi Arabia",1933,-10,"928",32.1
"Saudi Arabia",1934,-10,"930",32.1
"Saudi Arabia",1935,-10,"931",32.1
"Saudi Arabia",1936,-10,"933",32.1
"Saudi Arabia",1937,-10,"934",32.1
"Saudi Arabia",1938,-10,"936",32.1
"Saudi Arabia",1939,-10,"937",32.1
"Saudi Arabia",1940,-10,"969",32.1
"Saudi Arabia",1941,-10,"1002",32.2
"Saudi Arabia",1942,-10,"1036",32.3
"Saudi Arabia",1943,-10,"1071",32.4
"Saudi Arabia",1944,-10,"1107",32.5
"Saudi Arabia",1945,-10,"1145",32.59
"Saudi Arabia",1946,-10,"1184",34.46
"Saudi Arabia",1947,-10,"1371",36.34
"Saudi Arabia",1948,-10,"1587",38.21
"Saudi Arabia",1949,-10,"1838",40.09
"Saudi Arabia",1950,-10,"2128",41.96
"Saudi Arabia",1951,-10,"2465",42.31
"Saudi Arabia",1952,-10,"2854",42.89
"Saudi Arabia",1953,-10,"3305",43.47
"Saudi Arabia",1954,-10,"3827",44.05
"Saudi Arabia",1955,-10,"4432",44.64
"Saudi Arabia",1956,-10,"5132",45.23
"Saudi Arabia",1957,-10,"5942",45.82
"Saudi Arabia",1958,-10,"6881",46.42
"Saudi Arabia",1959,-10,"7968",47.02
"Saudi Arabia",1960,-10,"9226",47.62
"Saudi Arabia",1961,-10,"10684",48.22
"Saudi Arabia",1962,-10,"12371",48.84
"Saudi Arabia",1963,-10,"14325",49.48
"Saudi Arabia",1964,-10,"16587",50.15
"Saudi Arabia",1965,-10,"19207",50.88
"Saudi Arabia",1966,-10,"22240",51.68
"Saudi Arabia",1967,-10,"25752",52.55
"Saudi Arabia",1968,-10,"29819",53.51
"Saudi Arabia",1969,-10,"34527",54.55
"Saudi Arabia",1970,-10,"39979",55.65
"Saudi Arabia",1971,-10,"47016",56.82
"Saudi Arabia",1972,-10,"52961",58.04
"Saudi Arabia",1973,-10,"56842",59.26
"Saudi Arabia",1974,-10,"89417",60.48
"Saudi Arabia",1975,-10,"68111",61.67
"Saudi Arabia",1976,-10,"80328",62.83
"Saudi Arabia",1977,-10,"77548",63.95
"Saudi Arabia",1978,-10,"71169",65.01
"Saudi Arabia",1979,-10,"69720",66.03
"Saudi Arabia",1980,-10,"72465",66.99
"Saudi Arabia",1981,-10,"67447",67.89
"Saudi Arabia",1982,-10,"55569",68.74
"Saudi Arabia",1983,-10,"49634",69.54
"Saudi Arabia",1984,-10,"44693",70.3
"Saudi Arabia",1985,-10,"36344",71.01
"Saudi Arabia",1986,-10,"35239",71.66
"Saudi Arabia",1987,-10,"32136",72.28
"Saudi Arabia",1988,-10,"32091",72.85
"Saudi Arabia",1989,-10,"32281",73.39
"Saudi Arabia",1990,-10,"35681",73.9
"Saudi Arabia",1991,-10,"37688",74.3
"Saudi Arabia",1992,-10,"38237",74.6
"Saudi Arabia",1993,-10,"37182",74.9
"Saudi Arabia",1994,-10,"36526",75.1
"Saudi Arabia",1995,-10,"35870",75.5
"Saudi Arabia",1996,-10,"36531",75.8
"Saudi Arabia",1997,-10,"37060",76
